XscanNumber_YscanNumber,Type,BCID,xsec,xsecErr,SBIL,SBILErr,Leading,,,
1_2,XY,679,296.8668857,0.389974882,7.637506214,0.011383037,1,,,
1_2,XY,680,290.8138371,0.327786076,8.594982409,0.010979468,0,,,
1_2,XY,681,289.8651177,0.363212992,8.558593691,0.012698007,0,,,
1_2,XY,682,292.6623097,0.389978321,8.796602839,0.014133413,0,,,
1_2,XY,683,290.6597537,0.361067021,7.72423004,0.011034967,0,,,
1_2,XY,684,290.7025175,0.400758092,7.754351483,0.012554421,0,,,
1_2,XY,685,289.3038566,0.396796465,7.591311163,0.012130374,0,,,
1_2,XY,686,292.7124531,0.407156077,8.143733701,0.01334124,0,,,
1_2,XY,691,296.8654648,0.34061287,7.934934693,0.010776966,1,,,
1_2,XY,692,294.3809896,0.324371483,8.383985083,0.010939748,0,,,
1_2,XY,693,291.9806969,0.434796072,8.263456294,0.014387062,0,,,
1_2,XY,694,289.8117789,0.39471521,8.121783057,0.012965227,0,,,
1_2,XY,695,290.2507441,0.385696188,7.820213357,0.012019786,0,,,
1_2,XY,696,289.2819505,0.401448038,7.351987437,0.011820417,0,,,
1_2,XY,697,288.7416548,0.358025224,7.559600218,0.010777152,0,,,
1_2,XY,698,293.2196325,0.381871211,7.990096627,0.012160861,0,,,
1_2,XY,703,297.399929,0.381141537,7.322307061,0.011178181,1,,,
1_2,XY,704,292.4606628,0.368089715,7.962561668,0.011370527,0,,,
1_2,XY,705,289.6073938,0.440661112,7.768033757,0.013797623,0,,,
1_2,XY,706,291.4722889,0.457880953,7.697553491,0.014118759,0,,,
1_2,XY,707,290.7019395,0.358475146,8.033729807,0.01153997,0,,,
1_2,XY,708,289.7376982,0.404935378,7.608345788,0.012648432,0,,,
1_2,XY,709,287.4773986,0.432215103,7.882151459,0.014104169,0,,,
1_2,XY,710,289.3127376,0.414501227,8.212860153,0.013727847,0,,,
1_2,XY,715,296.4488373,0.389036227,7.737480329,0.012331291,1,,,
1_2,XY,716,290.6665277,0.395332057,8.593846504,0.01348561,0,,,
1_2,XY,717,290.0233734,0.344943301,8.176213996,0.011023375,0,,,
1_2,XY,718,289.4472344,0.404802619,8.072651532,0.012940355,0,,,
1_2,XY,719,289.9561279,0.422984137,8.27852263,0.013932124,0,,,
1_2,XY,720,292.6532963,0.421058934,7.864034202,0.013042373,0,,,
1_2,XY,721,291.1461229,0.339265295,7.921935661,0.010147748,0,,,
1_2,XY,722,289.8242284,0.411533809,7.937250164,0.01336646,0,,,
1_2,XY,730,297.1541129,0.429235065,8.028469662,0.013465304,1,,,
1_2,XY,731,290.7985863,0.403514349,8.850740555,0.013962693,0,,,
1_2,XY,732,289.392233,0.325279145,9.08068729,0.011532506,0,,,
1_2,XY,733,289.4977348,0.40937584,9.163764439,0.014518094,0,,,
1_2,XY,734,289.443948,0.37654846,7.845338865,0.011936229,0,,,
1_2,XY,735,289.9000419,0.397212245,7.832935628,0.012386873,0,,,
1_2,XY,736,290.8689538,0.396135486,7.784088663,0.012535441,0,,,
1_2,XY,737,289.7939772,0.400512857,8.580579907,0.014235579,0,,,
1_2,XY,742,297.7313794,0.406530187,8.061781078,0.012973327,1,,,
1_2,XY,743,291.8303371,0.385274175,8.628170562,0.013810481,0,,,
1_2,XY,744,290.0181562,0.401076581,8.505565623,0.013881555,0,,,
1_2,XY,745,292.2305221,0.395516317,8.321818058,0.013134974,0,,,
1_2,XY,746,289.1555348,0.407010215,8.472729068,0.014310571,0,,,
1_2,XY,747,289.176756,0.389324593,8.094064481,0.012699184,0,,,
1_2,XY,748,291.4880744,0.374160306,8.339814098,0.012263518,0,,,
1_2,XY,749,290.0793041,0.41043601,8.720080944,0.014594097,0,,,
1_2,XY,754,294.8918818,0.406183188,7.689783529,0.012856462,1,,,
1_2,XY,755,292.7630996,0.445740919,8.36718387,0.015362549,0,,,
1_2,XY,756,290.3889729,0.413455502,8.180706712,0.014126401,0,,,
1_2,XY,757,290.2394117,0.42756728,8.154656956,0.013862404,0,,,
1_2,XY,758,289.5539964,0.361053257,8.209594662,0.012290201,0,,,
1_2,XY,759,287.6635435,0.403135295,7.832938137,0.012655114,0,,,
1_2,XY,760,288.7294234,0.402928591,8.202603996,0.013330457,0,,,
1_2,XY,761,288.4481042,0.389420192,8.626447488,0.013481828,0,,,
1_2,XY,766,296.7504525,0.415004169,8.17120055,0.013020774,1,,,
1_2,XY,767,291.9762558,0.363017935,9.101602082,0.01315645,0,,,
1_2,XY,768,290.4568028,0.422266973,8.669450528,0.014404666,0,,,
1_2,XY,769,291.0967413,0.393647022,8.491715585,0.013074552,0,,,
1_2,XY,770,291.4102386,0.370499855,8.886535116,0.013149916,0,,,
1_2,XY,771,287.9957607,0.397037365,8.471094016,0.01345591,0,,,
1_2,XY,772,288.7751024,0.410606467,8.390734418,0.013865276,0,,,
1_2,XY,773,289.9110789,0.34921496,8.771955198,0.011706675,0,,,
1_2,XY,826,298.5547573,0.353416556,9.028525994,0.012798734,1,,,
1_2,XY,827,292.162413,0.358309067,9.227260766,0.013541817,0,,,
1_2,XY,828,292.1200681,0.31524199,9.314754736,0.011592579,0,,,
1_2,XY,829,291.1692578,0.369892728,9.63560478,0.014199373,0,,,
1_2,XY,830,289.5030945,0.379533968,8.733680421,0.013910758,0,,,
1_2,XY,831,291.2707853,0.258842307,8.714829087,0.008396626,0,,,
1_2,XY,832,289.1336762,0.377713885,8.652538538,0.013455207,0,,,
1_2,XY,833,292.4066029,0.394977705,9.327172988,0.01511322,0,,,
1_2,XY,838,297.3982938,0.375375867,9.11454507,0.013399557,1,,,
1_2,XY,839,292.3734627,0.300351034,9.215988172,0.011109679,0,,,
1_2,XY,840,289.9018359,0.346234646,9.194130864,0.013047468,0,,,
1_2,XY,841,293.1610004,0.341336176,9.042514821,0.012998142,0,,,
1_2,XY,842,289.1091665,0.323842917,8.947743805,0.011608609,0,,,
1_2,XY,843,289.4217073,0.393464594,8.49085576,0.013201141,0,,,
1_2,XY,844,287.885147,0.38113852,8.590277433,0.013032963,0,,,
1_2,XY,845,292.3137451,0.386045132,8.81592313,0.013445458,0,,,
1_2,XY,850,295.3538958,0.365659047,8.408015065,0.012022526,1,,,
1_2,XY,851,288.4627788,0.323188774,9.00550318,0.012188874,0,,,
1_2,XY,852,288.6043332,0.397683569,8.663851136,0.013945433,0,,,
1_2,XY,853,290.0261103,0.377042472,8.4672803,0.012938891,0,,,
1_2,XY,854,289.5703194,0.378675053,8.077683553,0.012460253,0,,,
1_2,XY,855,287.6929063,0.357269359,7.861662831,0.010970558,0,,,
1_2,XY,856,289.1328641,0.359410977,7.874370516,0.011229812,0,,,
1_2,XY,857,290.0754419,0.294209466,8.241520634,0.009402906,0,,,
1_2,XY,862,299.6661587,0.391942969,8.336815938,0.013331829,1,,,
1_2,XY,863,292.1309896,0.330203139,8.809721958,0.011255267,0,,,
1_2,XY,864,291.5324983,0.378834972,8.579678076,0.013244347,0,,,
1_2,XY,865,289.0956505,0.383378367,8.379313992,0.012553774,0,,,
1_2,XY,866,289.959382,0.34644244,8.337049698,0.011701054,0,,,
1_2,XY,867,288.4345457,0.428199109,7.890931181,0.012952125,0,,,
1_2,XY,868,290.1413161,0.379687083,7.895737464,0.011678201,0,,,
1_2,XY,869,288.894629,0.407819037,7.968877846,0.013166376,0,,,
1_2,XY,877,294.6611384,0.390139549,7.617374102,0.011661302,1,,,
1_2,XY,878,291.542766,0.346750554,8.643738851,0.012280613,0,,,
1_2,XY,879,290.4506956,0.409799218,8.795740969,0.014593116,0,,,
1_2,XY,880,290.8992634,0.360070854,9.093328946,0.012812665,0,,,
1_2,XY,881,289.0827397,0.396683215,7.781091052,0.012653867,0,,,
1_2,XY,882,289.8076057,0.393162105,7.888331342,0.012238057,0,,,
1_2,XY,883,290.2244323,0.406222276,7.825759162,0.013314064,0,,,
1_2,XY,884,289.1671537,0.409363225,8.543132833,0.014311634,0,,,
1_2,XY,889,296.7758946,0.421107735,7.787896069,0.013343597,1,,,
1_2,XY,890,294.935924,0.340540197,8.645217704,0.011965895,0,,,
1_2,XY,891,293.1040239,0.328430441,8.518929396,0.011012995,0,,,
1_2,XY,892,289.8271744,0.411558782,8.512923927,0.014596397,0,,,
1_2,XY,893,289.539675,0.357871977,7.630349205,0.010961005,0,,,
1_2,XY,894,287.4264792,0.312467104,7.696484511,0.009768974,0,,,
1_2,XY,895,290.1327485,0.481925721,7.564680411,0.014310109,0,,,
1_2,XY,896,291.010024,0.393009754,8.20826222,0.013180292,0,,,
1_2,XY,901,299.2106008,0.355685125,7.257688276,0.010048017,1,,,
1_2,XY,902,292.1759785,0.404493667,8.040630389,0.013200597,0,,,
1_2,XY,903,289.9241899,0.341061255,8.223833936,0.011290534,0,,,
1_2,XY,904,290.538687,0.352027828,7.992418823,0.01128659,0,,,
1_2,XY,905,289.1260372,0.405281491,7.788196037,0.012394852,0,,,
1_2,XY,906,288.7059735,0.398819988,7.755151395,0.01226222,0,,,
1_2,XY,907,288.1296557,0.40727266,7.902131625,0.012701229,0,,,
1_2,XY,908,289.99573,0.37282736,8.367235887,0.012383802,0,,,
1_2,XY,913,296.9808474,0.389274962,7.687668628,0.012100534,1,,,
1_2,XY,914,292.7308887,0.329429949,8.551206212,0.0119669,0,,,
1_2,XY,915,290.2208535,0.357029539,8.181432693,0.011623877,0,,,
1_2,XY,916,289.6326371,0.422184163,8.146852983,0.013899562,0,,,
1_2,XY,917,290.1629046,0.420275453,8.372024359,0.014153167,0,,,
1_2,XY,918,290.9516846,0.343386299,8.148454871,0.011316576,0,,,
1_2,XY,919,291.670918,0.398282783,7.980342985,0.012557888,0,,,
1_2,XY,920,291.2169146,0.357200303,8.280068453,0.012119181,0,,,
1_2,XY,928,295.6401765,0.375761928,7.528819594,0.011381114,1,,,
1_2,XY,929,291.5756383,0.391344274,8.459148128,0.01303465,0,,,
1_2,XY,930,288.4971133,0.300152126,8.724893755,0.010997282,0,,,
1_2,XY,931,292.3199793,0.343854707,8.513128216,0.012091051,0,,,
1_2,XY,932,289.2919392,0.399893772,8.358529713,0.013966544,0,,,
1_2,XY,933,291.9185792,0.40884251,8.047830544,0.013228928,0,,,
1_2,XY,934,288.1508966,0.335675127,8.199649221,0.010886401,0,,,
1_2,XY,935,290.0584914,0.44520962,8.439180502,0.014884211,0,,,
1_2,XY,940,298.0114932,0.366669495,7.974767077,0.011759828,1,,,
1_2,XY,941,293.025122,0.3846807,8.517126601,0.013172551,0,,,
1_2,XY,942,290.3985837,0.387713949,8.495689869,0.013280654,0,,,
1_2,XY,943,288.7793229,0.339922752,8.291974757,0.011570748,0,,,
1_2,XY,944,289.8423042,0.356809026,8.528929191,0.012181038,0,,,
1_2,XY,945,287.465184,0.482308509,7.916596814,0.015076615,0,,,
1_2,XY,946,290.4931638,0.405953248,8.336942415,0.013483576,0,,,
1_2,XY,947,291.1424189,0.386779902,8.451290907,0.012704781,0,,,
1_2,XY,952,294.5432,0.440545182,7.29372051,0.012315329,1,,,
1_2,XY,953,291.3070306,0.379430107,8.011708662,0.01186908,0,,,
1_2,XY,954,287.8314094,0.368881017,7.811566063,0.012152488,0,,,
1_2,XY,955,290.028806,0.401851668,7.536416702,0.012606922,0,,,
1_2,XY,956,291.3418088,0.386578769,8.13954913,0.012955834,0,,,
1_2,XY,957,289.1012191,0.436936723,7.863237696,0.014046398,0,,,
1_2,XY,958,289.8218469,0.430050796,7.945268555,0.014017494,0,,,
1_2,XY,959,288.866834,0.388910388,8.271191054,0.012928548,0,,,
1_2,XY,964,295.5222687,0.367467007,8.142048338,0.011776206,1,,,
1_2,XY,965,292.1476716,0.398677596,8.733287918,0.013961936,0,,,
1_2,XY,966,290.0495262,0.387698245,8.477353879,0.01337845,0,,,
1_2,XY,967,290.2410549,0.420369766,8.170894883,0.013636212,0,,,
1_2,XY,968,291.4475546,0.417051961,8.522750858,0.014209676,0,,,
1_2,XY,969,288.1235406,0.432789322,8.091110607,0.014176632,0,,,
1_2,XY,970,289.2681429,0.416323973,8.140670811,0.013545576,0,,,
1_2,XY,971,290.3907187,0.352319299,8.088940601,0.01206891,0,,,
1_2,XY,1003,300.942814,0.348260176,9.140151479,0.012880624,1,,,
1_2,XY,1004,291.8324786,0.364567305,9.433693004,0.013428144,0,,,
1_2,XY,1005,291.1823874,0.334009168,9.77451712,0.012721335,0,,,
1_2,XY,1006,292.2793336,0.384761411,10.06786069,0.015529824,0,,,
1_2,XY,1007,287.7981928,0.406024518,8.583069149,0.014208278,0,,,
1_2,XY,1008,291.0249694,0.402551014,8.474478982,0.013642261,0,,,
1_2,XY,1009,288.8211512,0.382258873,8.63027382,0.013552894,0,,,
1_2,XY,1010,289.649382,0.378424685,9.454410317,0.014306789,0,,,
1_2,XY,1015,299.0638172,0.32878983,8.975175471,0.011515447,1,,,
1_2,XY,1016,293.3988709,0.385733017,9.182108124,0.014552208,0,,,
1_2,XY,1017,290.6443677,0.335310896,9.253760896,0.013074203,0,,,
1_2,XY,1018,290.7986156,0.405025477,8.929557979,0.015004502,0,,,
1_2,XY,1019,289.5761273,0.432382177,8.818387611,0.015660601,0,,,
1_2,XY,1020,291.2577224,0.325909451,8.260477253,0.010600252,0,,,
1_2,XY,1021,290.6424505,0.393937369,8.65977922,0.014258408,0,,,
1_2,XY,1022,290.9543163,0.384664055,8.908025929,0.013554114,0,,,
1_2,XY,1027,295.9488013,0.466379988,8.157455443,0.014645216,1,,,
1_2,XY,1028,291.7603384,0.344727687,8.507828702,0.011641591,0,,,
1_2,XY,1029,290.5109517,0.31837128,8.354299605,0.010623444,0,,,
1_2,XY,1030,289.9268233,0.397133791,8.291223952,0.01279402,0,,,
1_2,XY,1031,289.7949657,0.351209094,8.249341738,0.01112259,0,,,
1_2,XY,1032,291.3263787,0.386148631,7.872225211,0.012549069,0,,,
1_2,XY,1033,290.3563046,0.354975032,8.267188107,0.011556667,0,,,
1_2,XY,1034,290.5930914,0.350079328,8.364918488,0.011430108,0,,,
1_2,XY,1039,296.5931446,0.431863917,8.364447578,0.013842729,1,,,
1_2,XY,1040,290.4119025,0.413210861,9.060492303,0.014755748,0,,,
1_2,XY,1041,290.2262048,0.353441452,8.683607767,0.011943057,0,,,
1_2,XY,1042,289.8867729,0.404989714,8.431756337,0.01393011,0,,,
1_2,XY,1043,289.6187587,0.390374795,7.984719919,0.012602114,0,,,
1_2,XY,1044,289.341449,0.373679523,7.72361497,0.011341472,0,,,
1_2,XY,1045,290.8309136,0.4262022,7.757909807,0.013303828,0,,,
1_2,XY,1046,290.4930213,0.285677599,7.726314932,0.009196381,0,,,
1_2,XY,1054,296.6804354,0.416001861,7.532715646,0.012336557,1,,,
1_2,XY,1055,293.2597053,0.327356845,8.400413832,0.010741104,0,,,
1_2,XY,1056,291.1902194,0.377680275,8.387653812,0.012551384,0,,,
1_2,XY,1057,290.4891646,0.393400391,8.66840483,0.013636192,0,,,
1_2,XY,1058,289.385789,0.363485538,8.27889517,0.012262725,0,,,
1_2,XY,1059,290.531009,0.377625607,8.19809247,0.011837147,0,,,
1_2,XY,1060,288.4953826,0.441591036,8.072026848,0.014063846,0,,,
1_2,XY,1061,292.5154565,0.341307846,8.307089672,0.01127764,0,,,
1_2,XY,1066,295.6747219,0.376610859,8.265446743,0.012360945,1,,,
1_2,XY,1067,291.8691836,0.394775094,8.874412468,0.014115781,0,,,
1_2,XY,1068,289.9277339,0.38516777,8.495299954,0.013146167,0,,,
1_2,XY,1069,291.9613113,0.410527255,8.287518268,0.01406913,0,,,
1_2,XY,1070,292.4358303,0.280294791,8.162992355,0.009155236,0,,,
1_2,XY,1071,290.9334291,0.379945979,7.524279508,0.011433173,0,,,
1_2,XY,1072,294.2971404,0.272699137,7.926428659,0.008237864,0,,,
1_2,XY,1073,289.5947352,0.348731886,8.238217083,0.011354785,0,,,
1_2,XY,1078,295.4213968,0.479684507,7.547357372,0.014009457,1,,,
1_2,XY,1079,292.5414818,0.393907924,8.041115872,0.012425614,0,,,
1_2,XY,1080,289.5598981,0.421452834,7.770773796,0.013674214,0,,,
1_2,XY,1081,288.430072,0.397603844,7.935084525,0.012847089,0,,,
1_2,XY,1082,289.7854214,0.453552431,7.924617645,0.01474877,0,,,
1_2,XY,1083,289.2638464,0.402689515,7.567760632,0.012437588,0,,,
1_2,XY,1084,288.8403091,0.470336644,7.768816431,0.014152216,0,,,
1_2,XY,1085,289.8074456,0.360457508,8.009546925,0.011452156,0,,,
1_2,XY,1090,297.8087136,0.398104255,8.067953858,0.012506536,1,,,
1_2,XY,1091,291.4500691,0.392203564,8.747938751,0.013901927,0,,,
1_2,XY,1092,289.8797373,0.342898526,8.619165636,0.011866859,0,,,
1_2,XY,1093,289.4042908,0.35088995,8.269761264,0.01145468,0,,,
1_2,XY,1094,290.5466908,0.330924236,8.317618422,0.011149553,0,,,
1_2,XY,1095,290.9712803,0.458416214,7.813082376,0.014272636,0,,,
1_2,XY,1096,290.1995293,0.412269683,8.064945891,0.01319931,0,,,
1_2,XY,1097,289.3110452,0.298404441,8.214104219,0.009373739,0,,,
1_2,XY,1105,296.2880193,0.46214356,7.718705995,0.014158582,1,,,
1_2,XY,1106,291.3312224,0.336779913,8.48716585,0.011758238,0,,,
1_2,XY,1107,292.0712482,0.322527756,8.723150268,0.011404618,0,,,
1_2,XY,1108,289.9900186,0.30724817,8.814988302,0.010781457,0,,,
1_2,XY,1109,289.5814194,0.371005236,7.658916387,0.011391661,0,,,
1_2,XY,1110,289.1667749,0.374593431,7.849289644,0.011746409,0,,,
1_2,XY,1111,288.9053582,0.373257309,7.679961968,0.011170987,0,,,
1_2,XY,1112,292.778297,0.382125133,8.194550212,0.011887177,0,,,
1_2,XY,1117,297.9590522,0.286274901,8.220812197,0.009517486,1,,,
1_2,XY,1118,294.5555914,0.38767916,8.540796888,0.013333533,0,,,
1_2,XY,1119,291.4912886,0.368690866,8.386606791,0.01242239,0,,,
1_2,XY,1120,289.3556589,0.379260171,8.250617895,0.013006657,0,,,
1_2,XY,1121,292.9999015,0.348174362,8.327579928,0.011477071,0,,,
1_2,XY,1122,287.2231512,0.509595548,7.883425209,0.016092079,0,,,
1_2,XY,1123,291.3226708,0.428656355,7.964940114,0.01376427,0,,,
1_2,XY,1124,290.7866059,0.41805283,8.249100889,0.013851022,0,,,
1_2,XY,1129,296.623756,0.352013039,7.523152209,0.010317488,1,,,
1_2,XY,1130,289.685771,0.353148252,8.292942858,0.011755305,0,,,
1_2,XY,1131,288.4757918,0.352569774,8.000378476,0.011375102,0,,,
1_2,XY,1132,290.4008211,0.349750215,7.717657704,0.010774988,0,,,
1_2,XY,1133,289.1686806,0.333353692,8.293791579,0.011360525,0,,,
1_2,XY,1134,289.4894625,0.40534677,7.852986245,0.013422881,0,,,
1_2,XY,1135,288.6494584,0.401509751,7.960659208,0.012727039,0,,,
1_2,XY,1136,290.9875935,0.329786932,8.282386469,0.011118347,0,,,
1_2,XY,1141,300.1064688,0.37169216,8.312699082,0.012062211,1,,,
1_2,XY,1142,293.761597,0.372001811,8.702612696,0.013053764,0,,,
1_2,XY,1143,290.1825805,0.383226797,8.522123727,0.012634666,0,,,
1_2,XY,1144,291.2142114,0.38658088,8.217709665,0.012919047,0,,,
1_2,XY,1145,289.2507247,0.339784104,8.571293743,0.011750361,0,,,
1_2,XY,1146,290.7962485,0.449558168,8.033233172,0.014624851,0,,,
1_2,XY,1147,290.391258,0.420283686,8.036212364,0.013392793,0,,,
1_2,XY,1148,287.6652863,0.380794412,8.137401748,0.012382502,0,,,
1_2,XY,1156,295.1827283,0.352325987,7.524960031,0.010600759,1,,,
1_2,XY,1157,289.8751338,0.318072398,8.39009986,0.010842785,0,,,
1_2,XY,1158,290.2095896,0.422597334,8.656223769,0.014703882,0,,,
1_2,XY,1159,291.9240904,0.341411468,8.779687267,0.011761973,0,,,
1_2,XY,1160,290.9006676,0.348981928,8.239296092,0.011499886,0,,,
1_2,XY,1161,289.8015793,0.360313866,8.058931437,0.011829917,0,,,
1_2,XY,1162,289.1900757,0.314139403,8.304166181,0.010567534,0,,,
1_2,XY,1163,291.3043656,0.275344314,8.96916779,0.009684884,0,,,
1_2,XY,1168,294.1753213,0.366082777,8.05954209,0.011933407,1,,,
1_2,XY,1169,291.4648712,0.358689269,8.519281181,0.012498707,0,,,
1_2,XY,1170,291.3947269,0.354028708,8.613793638,0.012784296,0,,,
1_2,XY,1171,290.3280569,0.435170324,8.541284576,0.014750126,0,,,
1_2,XY,1172,290.6574319,0.376812888,8.715799752,0.01293752,0,,,
1_2,XY,1173,289.2858093,0.42499038,7.911828205,0.013452219,0,,,
1_2,XY,1174,289.5583338,0.320742857,8.664418853,0.011010418,0,,,
1_2,XY,1175,291.3843365,0.363235755,8.770314908,0.012930089,0,,,
1_2,XY,1180,294.6604715,0.40562107,7.424063888,0.011857568,1,,,
1_2,XY,1181,291.1426826,0.358364193,8.07871453,0.01176283,0,,,
1_2,XY,1182,290.6025513,0.385179499,8.127214535,0.012916618,0,,,
1_2,XY,1183,292.3513181,0.346438985,7.847006474,0.011054954,0,,,
1_2,XY,1184,294.064789,0.369483082,8.103160964,0.012503189,0,,,
1_2,XY,1185,290.0604207,0.466135686,7.520932744,0.014658522,0,,,
1_2,XY,1186,288.5488918,0.317137036,8.300890049,0.010564202,0,,,
1_2,XY,1187,290.139064,0.331170875,8.542216786,0.011307794,0,,,
1_2,XY,1192,296.9732287,0.369406329,8.512999471,0.012104474,1,,,
1_2,XY,1193,292.2313268,0.315195754,9.329693264,0.011286433,0,,,
1_2,XY,1194,290.9696641,0.343161644,9.211926419,0.013131471,0,,,
1_2,XY,1195,288.7126589,0.395422051,8.902039199,0.013905374,0,,,
1_2,XY,1196,289.033565,0.36743549,9.132752008,0.013667754,0,,,
1_2,XY,1197,287.8095319,0.31710011,8.403848343,0.010518914,0,,,
1_2,XY,1198,291.1370167,0.320618534,8.609596552,0.011071993,0,,,
1_2,XY,1199,287.999035,0.380189634,9.022164031,0.013461245,0,,,
1_2,XY,1231,301.2051868,0.335961808,9.421682529,0.012315649,1,,,
1_2,XY,1232,292.2160676,0.401702955,9.552868375,0.015015561,0,,,
1_2,XY,1233,292.3702675,0.36322701,9.917922115,0.014025695,0,,,
1_2,XY,1234,290.495367,0.321661251,10.12797534,0.012980925,0,,,
1_2,XY,1235,289.0294796,0.302983581,8.623385038,0.010674367,0,,,
1_2,XY,1236,289.1813932,0.468315893,8.711949484,0.016472197,0,,,
1_2,XY,1237,288.9911969,0.369548057,8.827502139,0.012987979,0,,,
1_2,XY,1238,289.8962477,0.346449932,9.471034301,0.013381626,0,,,
1_2,XY,1243,299.2699812,0.422102269,8.759954153,0.01428082,1,,,
1_2,XY,1244,292.0312579,0.395099028,9.043183356,0.014259746,0,,,
1_2,XY,1245,292.9082831,0.306262088,9.058810237,0.011262665,0,,,
1_2,XY,1246,289.5589064,0.426665384,9.026021933,0.015449103,0,,,
1_2,XY,1247,290.2346308,0.403813771,8.947499158,0.014596565,0,,,
1_2,XY,1248,289.8753728,0.358060873,8.263204426,0.011573593,0,,,
1_2,XY,1249,289.9028937,0.367936802,8.775619266,0.013121762,0,,,
1_2,XY,1250,291.4529701,0.396075248,8.798654634,0.014596452,0,,,
1_2,XY,1255,295.3652657,0.399555214,8.326711262,0.012905628,1,,,
1_2,XY,1256,293.1284901,0.4552363,8.286150081,0.015149831,0,,,
1_2,XY,1257,291.0342113,0.319330478,8.483513855,0.010928986,0,,,
1_2,XY,1258,289.1276911,0.409099389,8.367646179,0.01365901,0,,,
1_2,XY,1259,290.2677022,0.365560753,8.453638034,0.011881893,0,,,
1_2,XY,1260,287.0576924,0.419810676,8.035413786,0.014062305,0,,,
1_2,XY,1261,290.0186541,0.434023142,8.383507055,0.01482558,0,,,
1_2,XY,1262,289.9261996,0.349241944,8.539873181,0.012315733,0,,,
1_2,XY,1267,301.8159398,0.371897023,8.266889143,0.012406139,1,,,
1_2,XY,1268,291.9475645,0.406628911,8.747471481,0.014174194,0,,,
1_2,XY,1269,289.9891909,0.330655776,8.719184119,0.011468829,0,,,
1_2,XY,1270,288.1920408,0.408558859,8.514151337,0.014058294,0,,,
1_2,XY,1271,290.7251008,0.42042304,8.170360031,0.013608188,0,,,
1_2,XY,1272,288.3840993,0.430432307,7.63487181,0.012937742,0,,,
1_2,XY,1273,291.5358415,0.383562081,7.873398729,0.012109284,0,,,
1_2,XY,1274,290.8809654,0.381069262,7.902064849,0.012054711,0,,,
1_2,XY,1282,296.3660271,0.384278923,7.686649779,0.011790821,1,,,
1_2,XY,1283,291.0025235,0.461569891,8.648608174,0.015993765,0,,,
1_2,XY,1284,290.3933863,0.372327196,8.398256993,0.012690808,0,,,
1_2,XY,1285,289.9415111,0.37756551,8.410734648,0.01320022,0,,,
1_2,XY,1286,291.5425896,0.433418287,8.446492119,0.014466076,0,,,
1_2,XY,1287,290.5428466,0.373309692,8.129651374,0.012277814,0,,,
1_2,XY,1288,289.9245502,0.472906664,7.743905391,0.014259402,0,,,
1_2,XY,1289,291.071629,0.407751397,8.039213798,0.013513081,0,,,
1_2,XY,1294,298.8038132,0.354421952,8.721233674,0.012502959,1,,,
1_2,XY,1295,291.1830803,0.367530727,9.249941618,0.013290003,0,,,
1_2,XY,1296,289.5766404,0.40939699,8.615513045,0.014173405,0,,,
1_2,XY,1297,290.7077376,0.36616299,8.242930165,0.011800833,0,,,
1_2,XY,1298,289.8441012,0.370075437,8.690565236,0.012982158,0,,,
1_2,XY,1299,290.9562975,0.433589766,7.955820684,0.014293766,0,,,
1_2,XY,1300,292.2406791,0.40614365,7.849500481,0.012602868,0,,,
1_2,XY,1301,289.1264643,0.432489255,8.02720723,0.014412303,0,,,
1_2,XY,1306,296.1208434,0.455039479,7.824405223,0.014231217,1,,,
1_2,XY,1307,289.7367924,0.367355916,8.162132189,0.01217105,0,,,
1_2,XY,1308,291.0318344,0.376162292,7.842474757,0.012225148,0,,,
1_2,XY,1309,289.1408872,0.429512991,7.506182806,0.013222761,0,,,
1_2,XY,1310,292.320349,0.313302033,8.272110265,0.010659282,0,,,
1_2,XY,1311,289.5361636,0.434269331,7.636953986,0.013413866,0,,,
1_2,XY,1312,289.8986381,0.362137261,7.811012242,0.011472588,0,,,
1_2,XY,1313,291.8303115,0.327832809,7.898279846,0.010435115,0,,,
1_2,XY,1318,297.5099033,0.406198612,8.567089567,0.013244295,1,,,
1_2,XY,1319,291.0259925,0.316085823,9.121947587,0.011396748,0,,,
1_2,XY,1320,290.6980096,0.424052746,8.729826064,0.014414623,0,,,
1_2,XY,1321,290.8421172,0.319567894,8.286635448,0.010712685,0,,,
1_2,XY,1322,290.1368519,0.341713326,8.591757768,0.011794916,0,,,
1_2,XY,1323,289.4572937,0.297734781,7.973437906,0.009578831,0,,,
1_2,XY,1324,290.4255316,0.445082009,7.877846874,0.014381899,0,,,
1_2,XY,1325,290.0358916,0.379217967,7.827629694,0.011997454,0,,,
1_2,XY,1333,294.690457,0.420527594,7.891174967,0.013234988,1,,,
1_2,XY,1334,290.1818345,0.44423265,8.552302746,0.015311521,0,,,
1_2,XY,1335,288.7067818,0.38066719,8.77035673,0.013523397,0,,,
1_2,XY,1336,290.304054,0.350435668,8.887980909,0.01283669,0,,,
1_2,XY,1337,291.475373,0.38539779,7.810410114,0.012313723,0,,,
1_2,XY,1338,289.68487,0.298841968,7.788766249,0.009416052,0,,,
1_2,XY,1339,290.4889771,0.444563132,7.880432863,0.014155522,0,,,
1_2,XY,1340,289.6885427,0.433468937,8.402069944,0.014459826,0,,,
1_2,XY,1345,295.743991,0.419408874,8.450702984,0.014409668,1,,,
1_2,XY,1346,291.4220464,0.398729927,8.907005421,0.013989401,0,,,
