XscanNumber_YscanNumber,Type,BCID,xsec,xsecErr,SBIL,SBILErr,Leading,,,
1_2,XY,1347,288.8421561,0.293725568,8.902590981,0.010781526,0,,,
1_2,XY,1348,288.7355982,0.409728133,8.596538818,0.014352539,0,,,
1_2,XY,1349,288.603238,0.402060113,8.047774588,0.013361503,0,,,
1_2,XY,1350,289.1562107,0.441971889,7.54167752,0.013667393,0,,,
1_2,XY,1351,290.4240495,0.44597072,8.160503002,0.01450353,0,,,
1_2,XY,1352,289.937116,0.383740716,8.41237129,0.013209523,0,,,
1_2,XY,1357,293.9938878,0.427149999,7.376157149,0.012224026,1,,,
1_2,XY,1358,289.9666214,0.355808451,8.019750177,0.011444401,0,,,
1_2,XY,1359,291.4616772,0.403518122,7.920299382,0.012734369,0,,,
1_2,XY,1360,292.2093274,0.381709658,7.909367211,0.012491985,0,,,
1_2,XY,1361,290.091469,0.370931279,7.932880367,0.011688966,0,,,
1_2,XY,1362,289.372005,0.378201234,7.598804005,0.011862436,0,,,
1_2,XY,1363,290.6430463,0.361935553,7.898717008,0.011470168,0,,,
1_2,XY,1364,288.2158158,0.443537153,8.15841949,0.014651961,0,,,
1_2,XY,1369,295.3034909,0.392710606,7.943384302,0.012390117,1,,,
1_2,XY,1370,291.6963449,0.378654305,8.566423264,0.012950608,0,,,
1_2,XY,1371,295.2350755,0.340890009,8.483094517,0.011511401,0,,,
1_2,XY,1372,289.6154756,0.395974884,8.45304819,0.013279778,0,,,
1_2,XY,1373,290.7058488,0.459756278,8.444250346,0.015458323,0,,,
1_2,XY,1374,289.5884788,0.422991611,8.064488675,0.013876004,0,,,
1_2,XY,1375,289.0752285,0.391786694,8.234954348,0.013348112,0,,,
1_2,XY,1376,289.4139601,0.424968081,8.397369052,0.013846634,0,,,
1_2,XY,1384,297.8880532,0.399432215,8.393494929,0.012814596,1,,,
1_2,XY,1385,290.6836275,0.312422972,8.845508012,0.010871223,0,,,
1_2,XY,1386,289.0970178,0.387971156,8.899044315,0.013681593,0,,,
1_2,XY,1387,290.5911553,0.376434165,9.167142865,0.01402438,0,,,
1_2,XY,1388,289.8207459,0.41541242,8.111806149,0.013465478,0,,,
1_2,XY,1389,290.0727087,0.406383213,8.114440887,0.013494483,0,,,
1_2,XY,1390,293.591841,0.314584015,7.594806316,0.009690341,0,,,
1_2,XY,1391,291.2386995,0.325716431,8.387680504,0.011501474,0,,,
1_2,XY,1396,298.8688534,0.364717732,8.170343692,0.011664156,1,,,
1_2,XY,1397,293.145898,0.377809334,8.663930562,0.013053189,0,,,
1_2,XY,1398,288.5231007,0.36103998,8.740988201,0.012277778,0,,,
1_2,XY,1399,288.6400917,0.453705276,8.342252841,0.014844682,0,,,
1_2,XY,1400,291.5668011,0.425170099,8.15200816,0.014135863,0,,,
1_2,XY,1401,289.2722981,0.38267742,7.821995041,0.012188484,0,,,
1_2,XY,1402,289.3803343,0.417490722,8.152997758,0.013608723,0,,,
1_2,XY,1403,290.4153909,0.375395895,8.430745047,0.012393857,0,,,
1_2,XY,1408,292.2848948,0.429147283,7.636250604,0.013016384,1,,,
1_2,XY,1409,290.8245393,0.383063581,8.158491446,0.012801053,0,,,
1_2,XY,1410,289.9709652,0.345196619,7.912643157,0.01092134,0,,,
1_2,XY,1411,292.0820957,0.424536601,7.834698821,0.013465525,0,,,
1_2,XY,1412,292.1949547,0.395486398,7.759492711,0.012264294,0,,,
1_2,XY,1413,288.4065869,0.346238625,8.057430984,0.011324113,0,,,
1_2,XY,1414,290.5646004,0.371469775,8.000808018,0.011947707,0,,,
1_2,XY,1415,290.9181081,0.37472156,8.296776678,0.012694423,0,,,
1_2,XY,1420,295.4974501,0.437490189,8.524052401,0.014592522,1,,,
1_2,XY,1421,291.4627783,0.408190782,9.177579491,0.014509763,0,,,
1_2,XY,1422,289.0740928,0.39130889,8.970713994,0.014226553,0,,,
1_2,XY,1423,289.6508112,0.382191742,8.826885244,0.013701006,0,,,
1_2,XY,1424,288.4005667,0.430625181,8.639709995,0.015015495,0,,,
1_2,XY,1425,288.5378713,0.387295246,8.152017355,0.012839905,0,,,
1_2,XY,1426,288.5759406,0.397905882,8.366311743,0.013778489,0,,,
1_2,XY,1427,289.5834181,0.331653916,8.678293882,0.011985717,0,,,
1_2,XY,1459,298.9535538,0.315057912,8.658701132,0.010309526,1,,,
1_2,XY,1460,289.8521301,0.347750007,9.147725941,0.013312272,0,,,
1_2,XY,1461,290.8217774,0.382411493,9.462269798,0.014057243,0,,,
1_2,XY,1462,294.776159,0.340052719,9.791429587,0.013637522,0,,,
1_2,XY,1463,289.0110256,0.376620759,8.941396577,0.013384332,0,,,
1_2,XY,1464,290.0620018,0.349897505,8.850421689,0.013005805,0,,,
1_2,XY,1465,291.8334007,0.35871653,8.639460902,0.012501616,0,,,
1_2,XY,1466,290.5476775,0.363169501,9.463471012,0.013855073,0,,,
1_2,XY,1471,301.3881163,0.316994113,9.10214066,0.011706199,1,,,
1_2,XY,1472,291.5295433,0.269040147,9.402388035,0.010300765,0,,,
1_2,XY,1473,290.4547657,0.346771261,8.859708684,0.012315713,0,,,
1_2,XY,1474,290.125934,0.389238937,9.043965057,0.013927829,0,,,
1_2,XY,1475,288.8068343,0.348588666,8.886170583,0.012369058,0,,,
1_2,XY,1476,289.2945029,0.418391808,8.438201448,0.014726174,0,,,
1_2,XY,1477,289.3003334,0.397551061,8.352917731,0.013385264,0,,,
1_2,XY,1478,290.2614281,0.397289344,8.845407072,0.013821656,0,,,
1_2,XY,1483,298.9411305,0.363581024,8.174723348,0.011960049,1,,,
1_2,XY,1484,289.655954,0.397841635,8.731122419,0.014164374,0,,,
1_2,XY,1485,291.7304028,0.38825382,8.373333883,0.012984306,0,,,
1_2,XY,1486,290.1654265,0.356552351,8.341084988,0.012011125,0,,,
1_2,XY,1487,289.8827433,0.382903696,8.553279195,0.013380674,0,,,
1_2,XY,1488,289.6442894,0.324183801,7.972910902,0.010924414,0,,,
1_2,XY,1489,288.0321862,0.38862215,8.222841139,0.012782732,0,,,
1_2,XY,1490,294.6439593,0.319674324,8.264743974,0.010484189,0,,,
1_2,XY,1495,299.6429157,0.320690678,8.377377209,0.010367802,1,,,
1_2,XY,1496,291.2240617,0.434508853,9.138479272,0.015594425,0,,,
1_2,XY,1497,289.6093127,0.357043187,8.379684316,0.012276249,0,,,
1_2,XY,1498,289.4301605,0.275185966,8.424987945,0.009420788,0,,,
1_2,XY,1499,289.4940586,0.373093749,8.24371427,0.012215514,0,,,
1_2,XY,1500,289.8539244,0.374627419,7.844510336,0.011927193,0,,,
1_2,XY,1501,290.345333,0.436606459,7.738446742,0.013853115,0,,,
1_2,XY,1502,289.1205342,0.414566206,8.044595329,0.013116015,0,,,
1_2,XY,1510,299.4573289,0.424446831,8.039019277,0.013161813,1,,,
1_2,XY,1511,290.2241604,0.355920448,8.804729494,0.012946627,0,,,
1_2,XY,1512,288.6897056,0.299562968,8.429281561,0.009950203,0,,,
1_2,XY,1513,293.4370361,0.341096093,8.52424076,0.011591867,0,,,
1_2,XY,1514,291.6751789,0.344934465,8.063725852,0.011046462,0,,,
1_2,XY,1515,291.7818589,0.329784299,7.837605564,0.01024367,0,,,
1_2,XY,1516,288.4746638,0.353862571,7.626643683,0.010720635,0,,,
1_2,XY,1517,290.8642576,0.42392304,8.142623159,0.014041647,0,,,
1_2,XY,1522,296.0277803,0.409673072,8.795809269,0.013676801,1,,,
1_2,XY,1523,291.3662898,0.270291171,9.176887072,0.010070062,0,,,
1_2,XY,1524,290.3806095,0.361863155,8.760638771,0.012641685,0,,,
1_2,XY,1525,290.9665841,0.371187715,8.555367399,0.012632952,0,,,
1_2,XY,1526,290.4166149,0.403552251,8.395596729,0.013086839,0,,,
1_2,XY,1527,289.1145564,0.465624756,7.857370594,0.015028678,0,,,
1_2,XY,1528,290.4786494,0.344519989,7.874026631,0.01101774,0,,,
1_2,XY,1529,290.4773227,0.405277898,8.182232828,0.012716174,0,,,
1_2,XY,1534,296.668638,0.445630178,8.083831675,0.014006788,1,,,
1_2,XY,1535,291.4617456,0.487169226,8.524332991,0.017180154,0,,,
1_2,XY,1536,290.0977666,0.366164844,8.051278856,0.011948691,0,,,
1_2,XY,1537,290.2103967,0.413791708,7.938919276,0.013394087,0,,,
1_2,XY,1538,292.0897277,0.415314491,8.048259606,0.013493974,0,,,
1_2,XY,1539,289.7870947,0.44643744,7.679584696,0.013862778,0,,,
1_2,XY,1540,290.6696104,0.362861414,7.667481223,0.011697104,0,,,
1_2,XY,1541,289.4101143,0.350156133,8.090622809,0.010966476,0,,,
1_2,XY,1546,299.0428569,0.376570867,8.154856086,0.012226982,1,,,
1_2,XY,1547,291.0482499,0.405442233,8.797589419,0.01479501,0,,,
1_2,XY,1548,288.8561745,0.439188004,8.22678914,0.014927162,0,,,
1_2,XY,1549,287.6354292,0.295744223,8.059184418,0.009817846,0,,,
1_2,XY,1550,290.6799618,0.394160898,8.787936031,0.013634034,0,,,
1_2,XY,1551,290.5315232,0.340377275,8.180695802,0.011185451,0,,,
1_2,XY,1552,289.438749,0.373695691,8.00900527,0.012034182,0,,,
1_2,XY,1553,288.3248972,0.330540397,8.210275219,0.010772031,0,,,
1_2,XY,1561,297.425143,0.341058267,7.712866764,0.009925107,1,,,
1_2,XY,1562,290.103388,0.380235362,8.539861116,0.013219713,0,,,
1_2,XY,1563,291.8383384,0.34113995,9.01398462,0.012627295,0,,,
1_2,XY,1564,290.0075051,0.330134912,9.284395769,0.012246541,0,,,
1_2,XY,1565,288.6944019,0.358986243,8.144717853,0.0114584,0,,,
1_2,XY,1566,288.9018402,0.391653861,8.039724844,0.013062898,0,,,
1_2,XY,1567,290.3063531,0.358471573,8.388573759,0.012122425,0,,,
1_2,XY,1568,289.1425285,0.3863321,8.970644179,0.014315621,0,,,
1_2,XY,1573,298.878314,0.417993375,8.46491018,0.013769057,1,,,
1_2,XY,1574,290.6227751,0.346778178,9.00567816,0.012830289,0,,,
1_2,XY,1575,290.8096294,0.381653173,9.232567437,0.014050304,0,,,
1_2,XY,1576,287.8647459,0.406190404,9.003988882,0.014644974,0,,,
1_2,XY,1577,290.1687623,0.393144358,8.341517194,0.012833906,0,,,
1_2,XY,1578,290.6104492,0.403444862,7.797919474,0.012692362,0,,,
1_2,XY,1579,290.463652,0.424418008,8.361394677,0.014043819,0,,,
1_2,XY,1580,289.5102996,0.379304339,8.576541642,0.013280488,0,,,
1_2,XY,1585,294.0582075,0.401546133,7.489719224,0.011938599,1,,,
1_2,XY,1586,292.3112896,0.401856946,8.054026768,0.012607526,0,,,
1_2,XY,1587,291.0395967,0.333819072,8.12784548,0.010290317,0,,,
1_2,XY,1588,288.2874321,0.353655984,7.897240311,0.01173643,0,,,
1_2,XY,1589,290.2864663,0.439759025,8.052526601,0.013925262,0,,,
1_2,XY,1590,291.5621686,0.419645462,7.535204932,0.012334984,0,,,
1_2,XY,1591,288.7755721,0.374654633,8.265499741,0.012274432,0,,,
1_2,XY,1592,290.3611627,0.366553809,8.404824469,0.012407576,0,,,
1_2,XY,1597,296.2820516,0.393852918,8.222197363,0.012795208,1,,,
1_2,XY,1598,289.1417887,0.380990868,8.788481264,0.013609151,0,,,
1_2,XY,1599,290.4648591,0.372615344,8.714741219,0.012995662,0,,,
1_2,XY,1600,289.8772985,0.367351924,8.39133089,0.012394852,0,,,
1_2,XY,1601,289.6394017,0.392979179,8.503187816,0.012966391,0,,,
1_2,XY,1602,289.0572942,0.39639911,8.023739129,0.012968921,0,,,
1_2,XY,1603,290.5263041,0.41694879,8.441993448,0.013812162,0,,,
1_2,XY,1604,289.4644935,0.326044046,8.339516604,0.010666398,0,,,
1_2,XY,1612,296.6720917,0.33383245,8.37348858,0.010554953,1,,,
1_2,XY,1613,292.9639043,0.438554938,8.72485752,0.015344923,0,,,
1_2,XY,1614,288.2890445,0.375550281,8.985625844,0.014066978,0,,,
1_2,XY,1615,289.5613704,0.424999101,9.084209833,0.015642442,0,,,
1_2,XY,1616,287.1684818,0.384434605,8.325141092,0.012911138,0,,,
1_2,XY,1617,290.413741,0.296837235,8.027237776,0.009608394,0,,,
1_2,XY,1618,290.3789666,0.373728268,7.825361166,0.011801101,0,,,
1_2,XY,1619,289.438268,0.409449782,8.512803411,0.013996009,0,,,
1_2,XY,1624,298.9438758,0.423007746,8.294950855,0.014219047,1,,,
1_2,XY,1625,292.2944557,0.333739785,8.940780623,0.011915453,0,,,
1_2,XY,1626,291.1125528,0.343881238,8.932502866,0.012722146,0,,,
1_2,XY,1627,289.0551452,0.433192759,8.67856943,0.014636191,0,,,
1_2,XY,1628,293.6162378,0.385148777,8.461339837,0.012660561,0,,,
1_2,XY,1629,290.3577598,0.426331057,8.169011321,0.014086485,0,,,
1_2,XY,1630,290.4965879,0.332684518,8.291412492,0.011038271,0,,,
1_2,XY,1631,289.5374372,0.371256556,8.622990708,0.012600955,0,,,
1_2,XY,1636,295.3736028,0.482805107,7.577505054,0.014702734,1,,,
1_2,XY,1637,291.3967604,0.425885023,8.239362165,0.013979532,0,,,
1_2,XY,1638,287.662281,0.42093579,8.004691492,0.013858494,0,,,
1_2,XY,1639,292.138191,0.616946244,7.844782252,0.019452103,0,,,
1_2,XY,1640,292.4961945,0.317356033,8.48513867,0.010728048,0,,,
1_2,XY,1641,288.4705112,0.451224508,8.070646286,0.015054923,0,,,
1_2,XY,1642,291.2757273,0.360609489,7.933393126,0.01109146,0,,,
1_2,XY,1643,293.5903963,0.217292508,8.372870736,0.00684151,0,,,
1_2,XY,1648,299.4215305,0.342147316,8.555922291,0.011093179,1,,,
1_2,XY,1649,291.148398,0.340756017,9.030681137,0.012451719,0,,,
1_2,XY,1650,289.8400634,0.413909507,8.796701718,0.014686312,0,,,
1_2,XY,1651,290.5402277,0.605917922,8.507787253,0.018508549,0,,,
1_2,XY,1652,290.0143944,0.340620976,9.149040932,0.012701589,0,,,
1_2,XY,1653,287.9612499,0.354481618,8.667231139,0.012357153,0,,,
1_2,XY,1654,289.0762483,0.399039908,8.657816762,0.01349499,0,,,
1_2,XY,1655,291.3926061,0.395242451,8.946637137,0.014464921,0,,,
1_2,XY,1720,298.8153514,0.354766866,8.943200937,0.012700094,1,,,
1_2,XY,1721,291.1974835,0.374473393,9.187750513,0.01348185,0,,,
1_2,XY,1722,291.5709398,0.367768134,9.69803263,0.014230495,0,,,
1_2,XY,1723,288.8186239,0.275423608,9.844652949,0.009896385,0,,,
1_2,XY,1724,288.7486011,0.392790523,8.60280128,0.013557409,0,,,
1_2,XY,1725,289.9960122,0.432030487,8.577216916,0.014906012,0,,,
1_2,XY,1726,290.4009112,0.344889814,8.64074172,0.011620317,0,,,
1_2,XY,1727,291.4605792,0.38314848,9.169616375,0.014033832,0,,,
1_2,XY,1732,297.2152064,0.404719356,9.181886766,0.014455735,1,,,
1_2,XY,1733,291.3475962,0.356951797,9.154347497,0.013175928,0,,,
1_2,XY,1734,290.3999266,0.39882899,9.336624424,0.014676757,0,,,
1_2,XY,1735,288.9181521,0.418478034,9.067362784,0.01522529,0,,,
1_2,XY,1736,291.7525262,0.372604903,8.754965415,0.013735468,0,,,
1_2,XY,1737,289.3583175,0.442435641,8.247439257,0.01495204,0,,,
1_2,XY,1738,289.278963,0.407744695,8.622008122,0.013707383,0,,,
1_2,XY,1739,289.8823442,0.454292594,8.806673444,0.016104937,0,,,
1_2,XY,1744,299.5623073,0.363824485,8.455786061,0.012058535,1,,,
1_2,XY,1745,290.1382242,0.41346974,8.945835462,0.015111262,0,,,
1_2,XY,1746,289.1006378,0.416986469,8.436650211,0.013747237,0,,,
1_2,XY,1747,289.0046353,0.418238246,8.560174024,0.014366311,0,,,
1_2,XY,1748,292.1312083,0.371263138,8.973889586,0.01366416,0,,,
1_2,XY,1749,288.3597072,0.288368507,8.551827753,0.009481391,0,,,
1_2,XY,1750,289.1432356,0.374518164,8.644078207,0.01282923,0,,,
1_2,XY,1751,289.2272472,0.417379384,9.009124727,0.015281802,0,,,
1_2,XY,1756,297.2159681,0.374180252,8.473066188,0.012699927,1,,,
1_2,XY,1757,291.5935273,0.414574107,8.872198146,0.01461188,0,,,
1_2,XY,1758,291.3436126,0.373415746,8.706643152,0.013338265,0,,,
1_2,XY,1759,291.3886629,0.310131506,8.542762228,0.010840177,0,,,
1_2,XY,1760,291.7985938,0.355750142,8.140970182,0.011444132,0,,,
1_2,XY,1761,288.9978412,0.435602793,7.708042679,0.013495494,0,,,
1_2,XY,1762,289.9822957,0.404093284,7.873135742,0.013256536,0,,,
1_2,XY,1763,290.0800303,0.3488579,8.005760735,0.011196635,0,,,
1_2,XY,1771,297.3719366,0.465626488,7.421050559,0.013906797,1,,,
1_2,XY,1772,291.7123707,0.374003395,8.26383658,0.011929284,0,,,
1_2,XY,1773,290.9294713,0.33298893,8.494358881,0.011882359,0,,,
1_2,XY,1774,291.4315554,0.353051968,8.822634775,0.012396537,0,,,
1_2,XY,1775,290.9355188,0.472408582,8.062591475,0.015212725,0,,,
1_2,XY,1776,291.9432864,0.388894827,8.014979393,0.012306442,0,,,
1_2,XY,1777,290.3083993,0.436867559,8.018931949,0.014186161,0,,,
1_2,XY,1778,292.3436396,0.378546073,8.38720391,0.01269915,0,,,
1_2,XY,1783,297.7340942,0.369965796,8.62818427,0.011813524,1,,,
1_2,XY,1784,292.2259996,0.305990532,8.900669165,0.010582082,0,,,
1_2,XY,1785,292.7793675,0.334245239,8.76432596,0.012303201,0,,,
1_2,XY,1786,289.4367987,0.359264501,8.5772852,0.012648279,0,,,
1_2,XY,1787,293.4414088,0.344529833,8.356364686,0.01175795,0,,,
1_2,XY,1788,289.3728555,0.406598527,7.811208439,0.012819473,0,,,
1_2,XY,1789,289.2211205,0.351973342,8.229157308,0.011569364,0,,,
1_2,XY,1790,291.1092485,0.41307165,8.348407542,0.013816752,0,,,
1_2,XY,1795,295.7480586,0.423420334,7.773049544,0.013018519,1,,,
1_2,XY,1796,290.7204596,0.379731559,8.23425823,0.012633514,0,,,
1_2,XY,1797,290.7013059,0.348481215,8.021551044,0.011105741,0,,,
1_2,XY,1798,290.4421189,0.410101539,7.963361714,0.012480839,0,,,
1_2,XY,1799,288.4963825,0.39143559,8.498548956,0.01328922,0,,,
1_2,XY,1800,295.7221714,0.305072372,7.741558539,0.00960152,0,,,
1_2,XY,1801,288.6290105,0.417359499,8.02473144,0.013562311,0,,,
1_2,XY,1802,291.9893247,0.438988503,8.132179878,0.014808303,0,,,
1_2,XY,1807,297.0974079,0.348691391,8.56362247,0.011613381,1,,,
1_2,XY,1808,292.4994781,0.348700334,8.924614806,0.012549064,0,,,
1_2,XY,1809,290.6920382,0.372584746,8.902273842,0.013465245,0,,,
1_2,XY,1810,293.5679822,0.362340076,8.404507071,0.012558832,0,,,
1_2,XY,1811,289.782428,0.352608482,8.580751987,0.011875476,0,,,
1_2,XY,1812,289.3862064,0.332406683,8.133916191,0.010828394,0,,,
1_2,XY,1813,288.6930003,0.367761766,8.206549878,0.01259956,0,,,
1_2,XY,1814,292.2030605,0.403234213,8.218813248,0.013281741,0,,,
1_2,XY,1822,294.7480341,0.318724026,7.827457004,0.009742165,1,,,
1_2,XY,1823,291.078246,0.422276352,8.713262882,0.014733529,0,,,
1_2,XY,1824,292.1239621,0.352533689,8.865651957,0.012473378,0,,,
1_2,XY,1825,291.2509987,0.317778242,9.100149487,0.011007183,0,,,
1_2,XY,1826,289.8547086,0.480056172,8.011559706,0.015218533,0,,,
1_2,XY,1827,291.6906504,0.364181326,7.960989098,0.011802473,0,,,
1_2,XY,1828,290.1992241,0.371987255,8.13668616,0.012130667,0,,,
1_2,XY,1829,291.5854509,0.265389288,8.794746624,0.009619646,0,,,
1_2,XY,1834,298.5596868,0.373426951,8.282809653,0.012093062,1,,,
1_2,XY,1835,292.1331692,0.425808817,8.929423943,0.015123359,0,,,
1_2,XY,1836,291.2407408,0.350010008,9.13960903,0.012985264,0,,,
1_2,XY,1837,289.2946121,0.330138693,8.63188927,0.011770998,0,,,
1_2,XY,1838,290.285892,0.402157069,8.490440428,0.013714399,0,,,
1_2,XY,1839,289.8600942,0.36284857,7.818830067,0.01137838,0,,,
1_2,XY,1840,292.7619222,0.354265411,8.290824697,0.011809956,0,,,
1_2,XY,1841,290.4266285,0.328817204,8.678749872,0.010733293,0,,,
1_2,XY,1846,295.9663555,0.411075894,7.66523123,0.011850635,1,,,
1_2,XY,1847,291.7382474,0.399383039,8.168310098,0.012827923,0,,,
1_2,XY,1848,288.1824039,0.409035941,8.345669165,0.013263747,0,,,
1_2,XY,1849,289.0096416,0.332354132,8.281920766,0.010605693,0,,,
1_2,XY,1850,291.0984228,0.343986783,8.164459272,0.011300221,0,,,
1_2,XY,1851,289.5532916,0.441046896,7.552715744,0.01351188,0,,,
1_2,XY,1852,292.2078247,0.745551121,8.083084313,0.026658121,0,,,
1_2,XY,1853,292.6285763,0.346424142,8.49361976,0.011626563,0,,,
1_2,XY,1858,298.7493616,0.350275657,8.051136455,0.011187033,1,,,
1_2,XY,1859,292.6989305,0.371470853,8.842618501,0.013205007,0,,,
1_2,XY,1860,291.7368152,0.417938442,8.589172764,0.014684715,0,,,
1_2,XY,1861,292.3066942,0.368829374,8.479305162,0.012892596,0,,,
1_2,XY,1862,291.0173856,0.36308586,8.220770948,0.012727301,0,,,
1_2,XY,1863,288.5848609,0.366433774,8.010053217,0.011813071,0,,,
1_2,XY,1864,289.7512302,0.405030731,8.253348493,0.013664857,0,,,
1_2,XY,1865,290.0181629,0.350137656,8.376986566,0.011125702,0,,,
1_2,XY,1897,299.6994955,0.393040488,9.269097263,0.014219218,1,,,
1_2,XY,1898,290.9240806,0.361896692,9.470407071,0.013837599,0,,,
1_2,XY,1899,293.8300308,0.366601529,9.686312964,0.014002491,0,,,
1_2,XY,1900,293.6395059,0.314874727,9.864010049,0.013136388,0,,,
1_2,XY,1901,289.8717315,0.404746443,8.594375057,0.013661101,0,,,
1_2,XY,1902,291.012109,0.347740186,8.594871568,0.012609789,0,,,
1_2,XY,1903,293.0962972,0.351447694,8.65803638,0.012236633,0,,,
1_2,XY,1904,294.0362612,0.280374598,9.262625839,0.01073332,0,,,
1_2,XY,1909,297.2647205,0.388233223,9.075752845,0.013729348,1,,,
1_2,XY,1910,290.1488955,0.423677164,9.234801911,0.015374671,0,,,
1_2,XY,1911,290.303761,0.394293482,9.080917071,0.014289607,0,,,
1_2,XY,1912,290.3169239,0.385603123,9.012965002,0.013611033,0,,,
1_2,XY,1913,291.4297354,0.370192403,8.801454075,0.013682541,0,,,
1_2,XY,1914,292.5996082,0.377354716,8.389328578,0.012364256,0,,,
1_2,XY,1915,288.9437054,0.441116905,8.678628213,0.016513496,0,,,
1_2,XY,1916,291.1392203,0.433435316,8.942095824,0.015643968,0,,,
1_2,XY,1921,297.374864,0.402817254,8.380571875,0.013489357,1,,,
1_2,XY,1922,291.3759511,0.434424999,8.761591902,0.015013593,0,,,
1_2,XY,1923,292.3897589,0.335761676,8.732253027,0.011635867,0,,,
1_2,XY,1924,290.0042219,0.362096481,8.525730304,0.012275778,0,,,
1_2,XY,1925,290.5610239,0.396526692,8.49265094,0.013588714,0,,,
1_2,XY,1926,288.7206796,0.371411084,8.048242666,0.011824162,0,,,
1_2,XY,1927,289.2530205,0.399231655,8.572178542,0.014075949,0,,,
1_2,XY,1928,288.8700466,0.408231678,8.721816231,0.013797377,0,,,
1_2,XY,1933,298.2029872,0.386630589,8.64398727,0.013020462,1,,,
1_2,XY,1934,291.3649355,0.480715192,8.947415841,0.016849081,0,,,
1_2,XY,1935,288.9141423,0.351338205,8.632135193,0.012492485,0,,,
1_2,XY,1936,292.3271354,0.354284259,8.518285316,0.011871763,0,,,
1_2,XY,1937,288.3655939,0.461376055,8.082968695,0.015361051,0,,,
1_2,XY,1938,289.4852206,0.383105048,7.66271095,0.01149681,0,,,
1_2,XY,1939,290.2350265,0.378071809,7.922952927,0.012155772,0,,,
1_2,XY,1940,289.7077751,0.370040532,8.001440378,0.011893301,0,,,
1_2,XY,1948,296.0671251,0.371902462,7.617363293,0.010908001,1,,,
1_2,XY,1949,291.0899532,0.364528929,8.724493832,0.013014429,0,,,
1_2,XY,1950,293.5415261,0.317095284,8.648917346,0.010913768,0,,,
1_2,XY,1951,292.2289757,0.324973031,8.7987537,0.011031173,0,,,
1_2,XY,1952,289.0182737,0.354961449,8.382419296,0.01188775,0,,,
1_2,XY,1953,290.714731,0.350446823,8.240324706,0.011469787,0,,,
1_2,XY,1954,289.9669092,0.431921067,7.876569425,0.013503415,0,,,
1_2,XY,1955,290.7691473,0.374408126,8.243000782,0.012588927,0,,,
1_2,XY,1960,295.8125057,0.404517046,8.757922195,0.014021572,1,,,
1_2,XY,1961,291.9525204,0.406803356,9.031591809,0.014561202,0,,,
1_2,XY,1962,292.3708869,0.351576439,8.787217131,0.012461571,0,,,
1_2,XY,1963,289.8764693,0.419315816,8.387525976,0.01388756,0,,,
1_2,XY,1964,292.3197212,0.355776223,9.027808947,0.012760004,0,,,
1_2,XY,1965,289.8457421,0.491209414,8.05638958,0.015853675,0,,,
1_2,XY,1966,288.4476175,0.408878934,8.236835537,0.012910092,0,,,
1_2,XY,1967,290.7834511,0.400608994,8.115724205,0.012924154,0,,,
1_2,XY,1972,296.9102035,0.299960274,7.813240773,0.008731565,1,,,
1_2,XY,1973,292.5543068,0.344623575,8.089920557,0.011093588,0,,,
1_2,XY,1974,289.8312329,0.427003484,8.157200247,0.014172051,0,,,
1_2,XY,1975,290.6338517,0.391961206,7.736667409,0.012527526,0,,,
1_2,XY,1976,289.1698705,0.363010635,8.538096874,0.012675792,0,,,
1_2,XY,1977,288.7155922,0.319100077,8.100574073,0.010297204,0,,,
1_2,XY,1978,289.9188626,0.379361518,8.180704172,0.01212254,0,,,
1_2,XY,1979,291.4146104,0.353192185,8.02033725,0.011804354,0,,,
1_2,XY,1984,297.7124483,0.413613527,8.732180861,0.014136197,1,,,
1_2,XY,1985,292.6272245,0.37270818,8.992786519,0.013301407,0,,,
1_2,XY,1986,289.3432231,0.33656614,8.828573412,0.012276824,0,,,
1_2,XY,1987,288.8563259,0.405386711,8.267887136,0.013622221,0,,,
1_2,XY,1988,295.1586433,0.347902322,8.646782815,0.012512943,0,,,
1_2,XY,1989,287.1438376,0.425731308,8.28996209,0.013877924,0,,,
1_2,XY,1990,293.8058592,0.308080519,7.940598508,0.010058817,0,,,
1_2,XY,1991,292.3190411,0.295216838,8.004880422,0.009161076,0,,,
1_2,XY,1999,295.1075832,0.383866411,8.063779457,0.012036379,1,,,
1_2,XY,2000,290.3058652,0.413119138,8.988363259,0.015150235,0,,,
1_2,XY,2001,290.7839043,0.384170768,9.10893803,0.013974896,0,,,
1_2,XY,2002,290.5127263,0.377197803,9.228260627,0.014039179,0,,,
1_2,XY,2003,290.7499197,0.455090126,7.970568871,0.014734531,0,,,
1_2,XY,2004,289.7756244,0.322795672,7.891621995,0.009979781,0,,,
1_2,XY,2005,290.6127143,0.420986864,7.940008369,0.013883228,0,,,
1_2,XY,2006,289.5354295,0.388505924,8.67276357,0.013923812,0,,,
1_2,XY,2011,297.6611755,0.408446153,8.508092043,0.013502776,1,,,
1_2,XY,2012,293.1136594,0.322388606,8.828610684,0.011296067,0,,,
1_2,XY,2013,290.282807,0.362136118,8.905702302,0.012881323,0,,,
1_2,XY,2014,289.8187419,0.370883305,8.855807605,0.013056224,0,,,
1_2,XY,2015,289.6560032,0.370054586,8.384926845,0.012934053,0,,,
1_2,XY,2016,288.6062856,0.350203197,7.899079015,0.010642998,0,,,
1_2,XY,2017,289.3215096,0.440467477,8.124815728,0.014740029,0,,,
1_2,XY,2018,291.1178086,0.393749301,8.497560264,0.013366352,0,,,
