XscanNumber_YscanNumber,Type,BCID,xsec,xsecErr,SBIL,SBILErr,Leading
1_2,XY,1015,294.2474953,0.632987965,3.315961709,0.008161841,1
1_2,XY,1016,292.4729687,0.471056341,3.391835673,0.00643411,0
1_2,XY,1017,292.0660026,0.672643583,3.399703588,0.009112874,0
1_2,XY,1018,293.3533744,0.639105143,3.300250669,0.008246698,0
1_2,XY,1019,291.7611019,0.56615416,3.345424464,0.007747285,0
1_2,XY,1020,292.8570612,0.546371474,3.204389279,0.007034692,0
1_2,XY,1021,292.6590901,0.615614065,3.332105299,0.008026307,0
1_2,XY,1022,293.5163561,0.543998601,3.367426705,0.007128596,0
1_2,XY,1027,293.8067418,0.609911846,3.07825801,0.007425065,1
1_2,XY,1028,291.5988783,0.526539894,3.188296819,0.006829444,0
1_2,XY,1029,291.4384481,0.646622183,3.144860555,0.008080827,0
1_2,XY,1030,292.4969489,0.598802945,3.09721524,0.007297544,0
1_2,XY,1031,291.4714782,0.608064322,3.14590653,0.007684384,0
1_2,XY,1032,291.6794645,0.603360174,3.053704818,0.007376023,0
1_2,XY,1033,293.0360073,0.588127942,3.15423109,0.007320969,0
1_2,XY,1034,291.5947364,0.483242587,3.199330917,0.006106578,0
1_2,XY,1039,294.3871003,0.67909645,3.161570144,0.008554516,1
1_2,XY,1040,292.643821,0.642645772,3.326966812,0.008577463,0
1_2,XY,1041,291.732206,0.60051519,3.270003948,0.00809199,0
1_2,XY,1042,291.9387899,0.576169605,3.192171182,0.007159575,0
1_2,XY,1043,293.0171527,0.53876456,3.120191916,0.006684318,0
1_2,XY,1044,291.3369315,0.619655649,3.040978676,0.007265725,0
1_2,XY,1045,292.4890773,0.64234952,3.06497299,0.007524952,0
1_2,XY,1046,292.473839,0.61576948,3.07270839,0.007652885,0
1_2,XY,1054,294.5144404,0.630718002,2.923345251,0.007129173,1
1_2,XY,1055,291.4856645,0.600266576,3.152855432,0.007694281,0
1_2,XY,1056,291.6273424,0.741591885,3.178956097,0.009298077,0
1_2,XY,1057,293.3082748,0.651679634,3.252419829,0.008278265,0
1_2,XY,1058,292.5484212,0.58300914,3.171731732,0.007318082,0
1_2,XY,1059,292.4164417,0.625468431,3.218123625,0.007915708,0
1_2,XY,1060,293.6933668,0.557416666,3.19691527,0.00683292,0
1_2,XY,1061,291.5745749,0.639375823,3.368883308,0.008357887,0
1_2,XY,1066,294.3009769,0.50959526,3.092005949,0.006114304,1
1_2,XY,1067,292.3444626,0.684448123,3.256632134,0.008625425,0
1_2,XY,1068,292.1110671,0.622970926,3.185951628,0.007580853,0
1_2,XY,1069,293.0642267,0.552659409,3.143417144,0.007015691,0
1_2,XY,1070,294.0075265,0.514568376,3.129109627,0.00650485,0
1_2,XY,1071,290.8913717,0.721677574,3.013604993,0.008712319,0
1_2,XY,1072,292.9140703,0.592784401,3.125791,0.007221344,0
1_2,XY,1073,292.7292159,0.573079179,3.186134628,0.007091039,0
1_2,XY,1078,293.184834,0.613509708,2.861609237,0.007079182,1
1_2,XY,1079,292.6133322,0.574709382,2.998524108,0.006650071,0
1_2,XY,1080,291.8932025,0.585045323,2.954013608,0.007119792,0
1_2,XY,1081,293.1418911,0.668781068,2.951840166,0.007838633,0
1_2,XY,1082,293.6239375,0.678627677,3.019065116,0.007851584,0
1_2,XY,1083,291.3018786,0.689623744,2.95005508,0.008250083,0
1_2,XY,1084,292.5600566,0.600342899,2.999383769,0.006702451,0
1_2,XY,1085,291.7773642,0.588935746,3.09543975,0.007213249,0
1_2,XY,1090,293.1162119,0.608304523,3.058186003,0.007213807,1
1_2,XY,1091,291.9771137,0.567479907,3.215621131,0.00687425,0
1_2,XY,1092,291.7706387,0.629498626,3.220305527,0.007874239,0
1_2,XY,1093,291.5536572,0.521276613,3.138524228,0.006651681,0
1_2,XY,1094,292.0289036,0.626744663,3.150275561,0.007782577,0
1_2,XY,1095,291.2917268,0.505270957,3.047200931,0.005866174,0
1_2,XY,1096,293.2367487,0.62504003,3.098449194,0.007781,0
1_2,XY,1097,291.1077998,0.697320655,3.142865024,0.008645442,0
1_2,XY,1105,293.4871348,0.621033558,2.886931632,0.007229706,1
1_2,XY,1106,291.3247667,0.617291889,3.061087451,0.007454296,0
1_2,XY,1107,289.8360391,0.595668767,3.183092069,0.007509564,0
1_2,XY,1108,291.9650944,0.496641,3.183195571,0.006478245,0
1_2,XY,1109,292.8112459,0.593587423,2.890841669,0.006645945,0
1_2,XY,1110,293.0089856,0.614616028,2.96402337,0.0071326,0
1_2,XY,1111,292.5754496,0.644353189,2.990657771,0.007814411,0
1_2,XY,1112,291.6524127,0.684126024,3.143494727,0.008326053,0
1_2,XY,1117,292.2750763,0.569070966,2.991422629,0.006688859,1
1_2,XY,1118,291.0625984,0.531833153,3.122352874,0.006373225,0
1_2,XY,1119,292.5429327,0.558646746,3.057449676,0.006457966,0
1_2,XY,1120,292.8049074,0.582318252,3.031572183,0.006972021,0
1_2,XY,1121,291.6830725,0.564432904,3.106305466,0.007064007,0
1_2,XY,1122,291.686776,0.57465378,2.968067792,0.006890114,0
1_2,XY,1123,292.3367861,0.709631396,3.012265801,0.008678532,0
1_2,XY,1124,291.5234155,0.640007908,3.083346365,0.007816202,0
1_2,XY,1129,293.6867407,0.661204615,2.747557009,0.007215416,1
1_2,XY,1130,291.965012,0.596620832,2.952033762,0.006829734,0
1_2,XY,1131,292.5924735,0.680315182,2.898430098,0.00775345,0
1_2,XY,1132,291.9828231,0.586442028,2.862333904,0.006815918,0
1_2,XY,1133,291.7766236,0.525833605,3.032012002,0.006091443,0
1_2,XY,1134,291.5160707,0.655557756,2.943154015,0.007734332,0
1_2,XY,1135,291.9072179,0.684468485,2.961189067,0.007988337,0
1_2,XY,1136,293.247865,0.483848359,3.042995474,0.005825224,0
1_2,XY,1141,292.9539195,0.591102529,2.999403371,0.006791543,1
1_2,XY,1142,292.8506111,0.505871891,3.107856757,0.006055346,0
1_2,XY,1143,291.7209923,0.704780706,3.072165353,0.008492364,0
1_2,XY,1144,292.7536329,0.55926138,3.023313254,0.006453854,0
1_2,XY,1145,291.7311818,0.596041106,3.130296353,0.007548021,0
1_2,XY,1146,291.1102174,0.601507655,3.010880092,0.007144512,0
1_2,XY,1147,293.0341648,0.735986642,3.018857261,0.009203154,0
1_2,XY,1148,292.2228764,0.504230348,3.040512022,0.006203894,0
1_2,XY,1156,291.6963249,0.612320293,2.724574142,0.00683604,1
1_2,XY,1157,290.9005739,0.613232674,2.910937912,0.007252544,0
1_2,XY,1158,290.3317356,0.631231741,3.039898368,0.00772003,0
1_2,XY,1159,291.5960995,0.643405405,3.082593843,0.007693796,0
1_2,XY,1160,293.5108745,0.566753179,2.984350715,0.006632126,0
1_2,XY,1161,291.488569,0.507296618,3.023863815,0.006073129,0
1_2,XY,1162,291.9928211,0.6088167,3.061503214,0.007362832,0
1_2,XY,1163,291.9760392,0.610326722,3.257087231,0.007692425,0
1_2,XY,1168,293.153261,0.604492686,2.845520561,0.006703835,1
1_2,XY,1169,291.9969273,0.505763409,3.008461819,0.006154138,0
1_2,XY,1170,290.9482928,0.590869687,3.071798176,0.007238715,0
1_2,XY,1171,290.8360932,0.699552,3.049828473,0.008454212,0
1_2,XY,1172,291.9071507,0.656644799,3.090238995,0.007970343,0
1_2,XY,1173,290.7102723,0.714896359,2.938961879,0.008113763,0
1_2,XY,1174,290.9465978,0.619296874,3.101428166,0.007721397,0
1_2,XY,1175,293.4733973,0.58826612,3.110809413,0.006932696,0
1_2,XY,1180,293.1603031,0.617211385,2.646204331,0.006310269,1
1_2,XY,1181,292.1252227,0.6949761,2.835712708,0.00778466,0
1_2,XY,1182,291.4007441,0.562976241,2.87938872,0.006325423,0
1_2,XY,1183,291.6670605,0.693722156,2.830348609,0.007960699,0
1_2,XY,1184,292.7559309,0.64237523,2.931574921,0.007669106,0
1_2,XY,1185,291.4411885,0.727705797,2.793608624,0.007922893,0
1_2,XY,1186,291.3495328,0.596511335,2.964650828,0.00685409,0
1_2,XY,1187,291.4764653,0.650329202,3.012120466,0.007618839,0
1_2,XY,1192,291.888407,0.647827261,2.989614929,0.0076481,1
1_2,XY,1193,291.5831358,0.589323647,3.202987075,0.007420783,0
1_2,XY,1194,291.7418098,0.675291708,3.240534124,0.008490492,0
1_2,XY,1195,290.3493299,0.603813381,3.178905954,0.00750755,0
1_2,XY,1196,291.3471867,0.632494455,3.223747021,0.008011537,0
1_2,XY,1197,291.3093593,0.634122292,3.01714484,0.007583205,0
1_2,XY,1198,292.1944665,0.63398705,3.111250323,0.008065764,0
1_2,XY,1199,291.9701742,0.621185312,3.149934581,0.007910646,0
1_2,XY,1231,295.9054464,0.568193326,3.469396242,0.007387016,1
1_2,XY,1232,292.301745,0.572311924,3.521735265,0.0078083,0
1_2,XY,1233,291.8419159,0.491286466,3.630210867,0.00724786,0
1_2,XY,1234,292.4128096,0.61358854,3.650203883,0.00865438,0
1_2,XY,1235,292.3919597,0.527506258,3.279943134,0.006961916,0
1_2,XY,1236,292.2096404,0.4709038,3.294115534,0.006073649,0
1_2,XY,1237,293.7041259,0.550907429,3.333459255,0.007630684,0
1_2,XY,1238,292.4607129,0.524431186,3.500090651,0.007290654,0
1_2,XY,1243,293.6637913,0.541801648,3.23288985,0.007012994,1
1_2,XY,1244,291.0957903,0.499550267,3.311998346,0.006306999,0
1_2,XY,1245,292.7218723,0.615436717,3.3253284,0.008217392,0
1_2,XY,1246,292.394316,0.644152247,3.309452284,0.00814164,0
1_2,XY,1247,291.9738471,0.562203969,3.352394597,0.007708251,0
1_2,XY,1248,291.9949478,0.695568751,3.176238248,0.009067336,0
1_2,XY,1249,292.1986815,0.547929599,3.337984495,0.006941703,0
1_2,XY,1250,292.1951798,0.602977016,3.360078264,0.007922126,0
1_2,XY,1255,293.5820739,0.569400998,3.078019263,0.006766783,1
1_2,XY,1256,291.5239878,0.598523393,3.113930491,0.007150324,0
1_2,XY,1257,291.3682887,0.487402235,3.160499158,0.005829188,0
1_2,XY,1258,291.1133912,0.62755846,3.118228777,0.007911391,0
1_2,XY,1259,292.2045313,0.608467363,3.157501368,0.007532692,0
1_2,XY,1260,291.4729882,0.608833351,3.044822914,0.007641744,0
1_2,XY,1261,292.7027147,0.583409896,3.163559802,0.006771056,0
1_2,XY,1262,292.2315766,0.62706842,3.233491463,0.007747705,0
1_2,XY,1267,294.1894933,0.582450952,3.197085403,0.007489754,1
1_2,XY,1268,291.9532973,0.594706395,3.237874148,0.007889948,0
1_2,XY,1269,291.6106948,0.683233136,3.242787793,0.008795563,0
1_2,XY,1270,292.266276,0.455877698,3.188252919,0.005779181,0
1_2,XY,1271,293.6057666,0.601030748,3.146983032,0.007284614,0
1_2,XY,1272,291.7549039,0.686812555,3.006725819,0.008296239,0
1_2,XY,1273,292.1604025,0.743365309,3.086892912,0.009136675,0
1_2,XY,1274,292.1440118,0.76238978,3.089254069,0.009146928,0
1_2,XY,1282,294.9026389,0.562502944,2.952095186,0.006434474,1
1_2,XY,1283,291.5535621,0.573249047,3.189875461,0.007434112,0
1_2,XY,1284,291.7674059,0.588576165,3.171231794,0.007117399,0
1_2,XY,1285,291.3027432,0.683232548,3.192393248,0.008532559,0
1_2,XY,1286,292.2979142,0.567730118,3.191438159,0.007134744,0
1_2,XY,1287,293.4679952,0.769788963,3.159274756,0.009792849,0
1_2,XY,1288,292.5130573,0.639933071,3.120990694,0.007801512,0
1_2,XY,1289,294.8017851,0.620621258,3.210180515,0.007658598,0
1_2,XY,1294,294.4925298,0.643411339,3.21245623,0.00809355,1
1_2,XY,1295,291.6130674,0.631102053,3.338439874,0.00807709,0
1_2,XY,1296,291.731191,0.647737351,3.229552468,0.008290097,0
1_2,XY,1297,292.9072887,0.57676407,3.100112807,0.006938523,0
1_2,XY,1298,292.261917,0.533395254,3.243907635,0.00689914,0
1_2,XY,1299,292.2266522,0.728614917,3.103950588,0.008995483,0
1_2,XY,1300,292.0932417,0.540827046,3.092277014,0.00656436,0
1_2,XY,1301,293.1317708,0.594120613,3.099824895,0.007422748,0
1_2,XY,1306,293.7151843,0.697811968,2.905526671,0.008012855,1
1_2,XY,1307,291.7495216,0.547645687,3.000069555,0.006506619,0
1_2,XY,1308,292.0294186,0.716566058,2.942024402,0.008418683,0
1_2,XY,1309,290.9576232,0.699666339,2.880903156,0.007956688,0
1_2,XY,1310,292.0453279,0.741066059,3.096147336,0.009131644,0
1_2,XY,1311,291.6758515,0.5155048,2.947829128,0.006220767,0
1_2,XY,1312,292.4091286,0.541122079,3.006201295,0.006147786,0
1_2,XY,1313,292.9169743,0.746345623,3.024892849,0.008900274,0
1_2,XY,1318,294.1842715,0.625627557,3.120807582,0.007462294,1
1_2,XY,1319,291.5732096,0.601731358,3.249711005,0.007674123,0
1_2,XY,1320,292.8521778,0.604687415,3.185581866,0.007857541,0
1_2,XY,1321,292.772578,0.593386138,3.082904883,0.007236175,0
1_2,XY,1322,292.6054723,0.642007516,3.145355852,0.007854302,0
1_2,XY,1323,291.3411538,0.499494838,3.000483218,0.005782613,0
1_2,XY,1324,293.9974375,0.598680334,2.999455379,0.006955915,0
1_2,XY,1325,292.333003,0.607850364,3.003797351,0.007111798,0
1_2,XY,1333,292.4615665,0.652215983,2.886818193,0.00724949,1
1_2,XY,1334,291.7128738,0.525822531,3.031023514,0.006234034,0
1_2,XY,1335,291.7388568,0.734528769,3.133043172,0.009331151,0
1_2,XY,1336,292.0239263,0.6353646,3.202620064,0.008346983,0
1_2,XY,1337,293.1525157,0.501927009,2.950512152,0.005696251,0
1_2,XY,1338,293.4202158,0.683080224,2.988125921,0.008026386,0
1_2,XY,1339,292.4009989,0.685270877,3.054269421,0.008459658,0
1_2,XY,1340,292.0518768,0.647316794,3.193018122,0.008233772,0
1_2,XY,1345,293.1890783,0.672238379,3.000588353,0.007925942,1
1_2,XY,1346,291.2667694,0.68266635,3.150110725,0.008439393,0
1_2,XY,1347,292.0202206,0.595717488,3.191173978,0.007435831,0
1_2,XY,1348,292.0759555,0.650192276,3.084588926,0.007787181,0
1_2,XY,1349,292.5525897,0.516304018,3.00634398,0.006170973,0
1_2,XY,1350,292.0682752,0.596522724,2.888007795,0.007003024,0
1_2,XY,1351,292.2888421,0.551473295,3.068376033,0.006905079,0
1_2,XY,1352,292.983356,0.593513944,3.109730531,0.007536066,0
1_2,XY,1357,293.5730518,0.697028629,2.67431263,0.007248783,1
1_2,XY,1358,292.4960629,0.69079095,2.847567772,0.007865085,0
1_2,XY,1359,291.8598036,0.585317774,2.881998709,0.006486475,0
1_2,XY,1360,291.7104667,0.569555619,2.898328904,0.006507465,0
1_2,XY,1361,291.5124523,0.69449722,2.921357294,0.007862795,0
1_2,XY,1362,290.9989485,0.629380632,2.845713829,0.007039224,0
1_2,XY,1363,291.6424297,0.595809893,2.944813431,0.006928067,0
1_2,XY,1364,290.9528762,0.607107477,3.010453916,0.00749986,0
1_2,XY,1369,291.8867631,0.591580327,2.885956925,0.006686887,1
1_2,XY,1370,291.3930414,0.726960213,3.050162432,0.008845037,0
1_2,XY,1371,290.7420647,0.793071358,3.128829683,0.00966375,0
1_2,XY,1372,292.2865535,0.675319326,3.055669957,0.008114785,0
1_2,XY,1373,292.3151381,0.575132713,3.061136888,0.00677794,0
1_2,XY,1374,290.6698714,0.537915971,2.97165912,0.00628961,0
1_2,XY,1375,292.1056214,0.655218193,3.053510203,0.007694108,0
1_2,XY,1376,292.8796089,0.626471797,3.040400728,0.007175318,0
1_2,XY,1384,293.3841097,0.658076436,2.919653286,0.007336511,1
1_2,XY,1385,291.1892723,0.526267924,3.046425493,0.006401534,0
1_2,XY,1386,290.9195503,0.628229045,3.081865507,0.007988004,0
1_2,XY,1387,291.2684487,0.565806931,3.174252525,0.007004758,0
1_2,XY,1388,292.085385,0.669086987,2.946681096,0.008095231,0
1_2,XY,1389,290.4636227,0.634965681,3.04333663,0.007596926,0
1_2,XY,1390,291.9072633,0.555657619,2.92685051,0.006305167,0
1_2,XY,1391,291.7934625,0.579092663,3.11616242,0.006878417,0
1_2,XY,1396,293.2384478,0.559056679,2.880486409,0.006405615,1
1_2,XY,1397,290.6489602,0.646638052,3.056149757,0.007733489,0
1_2,XY,1398,291.5393955,0.589349602,3.051275125,0.007082609,0
1_2,XY,1399,291.6826099,0.711253101,2.98620525,0.00810645,0
1_2,XY,1400,291.0406037,0.745091944,2.99839212,0.009062244,0
1_2,XY,1401,291.5960422,0.489281226,2.903989739,0.005617788,0
1_2,XY,1402,291.7659672,0.609264642,2.984346479,0.007331911,0
1_2,XY,1403,292.2911288,0.631245683,3.031356615,0.007441884,0
1_2,XY,1408,291.9490827,0.712826017,2.69309224,0.007643874,1
1_2,XY,1409,291.6674503,0.547183292,2.849752951,0.006180423,0
1_2,XY,1410,292.7330713,0.624469452,2.81017164,0.007008893,0
1_2,XY,1411,292.9058102,0.62674659,2.794030514,0.006923806,0
1_2,XY,1412,292.4785479,0.535611283,2.792649972,0.00627689,0
1_2,XY,1413,290.8670704,0.631688203,2.883434175,0.00730732,0
1_2,XY,1414,291.9474883,0.635222515,2.886854718,0.00705574,0
1_2,XY,1415,292.5910322,0.730154136,2.94604427,0.008448479,0
1_2,XY,1420,291.8420418,0.54861887,2.991204225,0.006393923,1
1_2,XY,1421,292.0866898,0.49262699,3.139623607,0.006056764,0
1_2,XY,1422,290.76022,0.615351197,3.132476843,0.007772229,0
1_2,XY,1423,290.6851611,0.620711066,3.119956891,0.007825669,0
1_2,XY,1424,291.3774333,0.679695448,3.060984071,0.008188294,0
1_2,XY,1425,291.3338539,0.63658382,2.945374275,0.007543117,0
1_2,XY,1426,291.3131651,0.613530949,3.010272894,0.007383625,0
1_2,XY,1427,291.2515127,0.62790109,3.08017656,0.007257875,0
1_2,XY,1459,294.7876954,0.610838566,3.204740181,0.00730622,1
1_2,XY,1460,292.9130904,0.782965881,3.3365438,0.010256623,0
1_2,XY,1461,291.9508253,0.656919296,3.472969485,0.009195885,0
1_2,XY,1462,293.6806224,0.540285549,3.589980702,0.007463486,0
1_2,XY,1463,290.9410956,0.561957037,3.363522895,0.007629006,0
1_2,XY,1464,292.9330378,0.64727263,3.342696685,0.008175802,0
1_2,XY,1465,293.4392793,0.552345542,3.299381946,0.007019113,0
1_2,XY,1466,293.952702,0.641846774,3.483690139,0.008708287,0
1_2,XY,1471,294.7102784,0.669468881,3.335644202,0.008577148,1
1_2,XY,1472,291.7510745,0.664254169,3.410466544,0.008687767,0
1_2,XY,1473,293.1676384,0.613746548,3.243839622,0.007819223,0
1_2,XY,1474,292.4625633,0.578404928,3.28333597,0.007793464,0
1_2,XY,1475,293.1475923,0.537974099,3.269229322,0.00698397,0
1_2,XY,1476,291.7611746,0.605291029,3.204750464,0.007376909,0
1_2,XY,1477,290.9816076,0.57660719,3.219657155,0.007169042,0
1_2,XY,1478,292.9291656,0.677540571,3.285952639,0.008629167,0
1_2,XY,1483,294.0256876,0.673470981,3.069401483,0.007859223,1
1_2,XY,1484,292.6811925,0.547038323,3.180529808,0.007123814,0
1_2,XY,1485,292.1148551,0.54631528,3.13406159,0.006720326,0
1_2,XY,1486,291.3756556,0.638977178,3.109234922,0.008085962,0
1_2,XY,1487,290.9093201,0.710389396,3.210922946,0.009006183,0
1_2,XY,1488,292.4100043,0.509728554,3.048825302,0.005948232,0
1_2,XY,1489,292.5914006,0.57695624,3.092422198,0.007002349,0
1_2,XY,1490,291.7823631,0.52109466,3.179607827,0.006309322,0
1_2,XY,1495,293.232328,0.51848899,3.162219255,0.006555084,1
1_2,XY,1496,292.134674,0.613141318,3.333657043,0.008406853,0
1_2,XY,1497,291.8907127,0.69083128,3.12401926,0.008739382,0
1_2,XY,1498,291.9275677,0.544205996,3.147708833,0.006797934,0
1_2,XY,1499,292.3055664,0.616438168,3.125016525,0.008020871,0
1_2,XY,1500,292.122055,0.635674925,3.043030324,0.007548592,0
1_2,XY,1501,292.6658726,0.530358201,2.997213132,0.006288662,0
1_2,XY,1502,292.345548,0.477198891,3.063178565,0.005880723,0
1_2,XY,1510,293.1795018,0.527358298,3.093563347,0.006564585,1
1_2,XY,1511,290.8140775,0.594694191,3.207220878,0.007535556,0
1_2,XY,1512,290.9545737,0.633277625,3.174916893,0.007953081,0
1_2,XY,1513,292.5279665,0.506467091,3.220758825,0.006357911,0
1_2,XY,1514,292.3781619,0.606560094,3.087364414,0.007502538,0
1_2,XY,1515,292.5337496,0.524410117,3.087094801,0.006505398,0
1_2,XY,1516,292.6678056,0.666760678,3.037346056,0.00794753,0
1_2,XY,1517,293.4760643,0.610363032,3.218089395,0.007569134,0
1_2,XY,1522,293.8063014,0.589010979,3.206529601,0.00735786,1
1_2,XY,1523,291.6795055,0.584305196,3.320910027,0.007480363,0
1_2,XY,1524,292.0696605,0.605204151,3.305996229,0.007746485,0
1_2,XY,1525,293.1262877,0.721651369,3.21877429,0.009122734,0
1_2,XY,1526,291.2110812,0.661052035,3.215988115,0.008262705,0
1_2,XY,1527,291.8294338,0.526096776,3.054818559,0.006449587,0
1_2,XY,1528,292.6831339,0.604605912,3.075722791,0.007599107,0
1_2,XY,1529,292.09783,0.599490848,3.158429633,0.007418129,0
1_2,XY,1534,293.7685173,0.589842286,2.986067221,0.006906816,1
1_2,XY,1535,291.6912295,0.481892615,3.116011684,0.006039107,0
1_2,XY,1536,292.4092799,0.718977501,2.989415335,0.008788134,0
1_2,XY,1537,292.8159899,0.628649118,2.958797818,0.007390713,0
1_2,XY,1538,291.9116018,0.603045133,3.048165159,0.007259315,0
1_2,XY,1539,292.1017363,0.716480067,2.932839895,0.008176124,0
1_2,XY,1540,292.0802724,0.580964841,2.959814343,0.006764609,0
1_2,XY,1541,291.1307802,0.611834677,3.037564555,0.007364854,0
1_2,XY,1546,293.3242113,0.678971404,3.025509052,0.008067101,1
1_2,XY,1547,292.2152162,0.592372325,3.179792679,0.007931392,0
1_2,XY,1548,291.9071725,0.636523383,3.061234658,0.007765771,0
1_2,XY,1549,292.1105277,0.592965904,3.002930961,0.006976392,0
1_2,XY,1550,290.6378794,0.596439216,3.223470735,0.00775538,0
1_2,XY,1551,291.6218306,0.6961342,3.07338651,0.00850735,0
1_2,XY,1552,292.9674038,0.700711856,3.011309232,0.00841354,0
1_2,XY,1553,293.3735561,0.586285432,3.041917623,0.006998281,0
1_2,XY,1561,293.3650123,0.532025903,2.84042601,0.005931571,1
1_2,XY,1562,291.3553235,0.592488423,3.027662231,0.006899293,0
1_2,XY,1563,290.2208273,0.594122522,3.229911807,0.007423379,0
1_2,XY,1564,292.5842767,0.481172535,3.219880919,0.006383755,0
1_2,XY,1565,291.499951,0.561573401,3.022204888,0.006751013,0
1_2,XY,1566,291.8854542,0.657144272,3.057315568,0.008155563,0
1_2,XY,1567,292.1834582,0.56806914,3.182029117,0.007008978,0
1_2,XY,1568,292.4851326,0.579088085,3.32700804,0.007344904,0
1_2,XY,1573,293.2177646,0.584767739,3.030911763,0.006926285,1
1_2,XY,1574,292.2020801,0.632224881,3.157784388,0.007801032,0
1_2,XY,1575,291.9912346,0.532030111,3.252417567,0.006813947,0
1_2,XY,1576,291.3661862,0.644026936,3.202024966,0.008140773,0
1_2,XY,1577,292.0933467,0.537911175,3.0623303,0.006597579,0
1_2,XY,1578,292.4164253,0.768684679,2.936428517,0.008954779,0
1_2,XY,1579,292.2518193,0.568286246,3.068893143,0.007007862,0
1_2,XY,1580,292.9438521,0.607850079,3.089500147,0.007461585,0
1_2,XY,1585,292.5222909,0.724443731,2.711110526,0.007912744,1
1_2,XY,1586,291.2323465,0.696583096,2.871277157,0.008134404,0
1_2,XY,1587,292.1332933,0.657530226,2.902747601,0.007341472,0
1_2,XY,1588,291.5006207,0.69814577,2.860981529,0.00801836,0
1_2,XY,1589,292.3636935,0.59677509,2.917173582,0.006980962,0
1_2,XY,1590,291.55453,0.642555214,2.822860078,0.007257628,0
1_2,XY,1591,292.649658,0.610240369,2.980923487,0.007072654,0
1_2,XY,1592,292.5603902,0.596612884,3.03048446,0.007079337,0
1_2,XY,1597,291.6968517,0.542049951,2.924745967,0.006393474,1
1_2,XY,1598,291.265837,0.580605778,3.059272627,0.007029914,0
1_2,XY,1599,291.3229743,0.708609106,3.089351212,0.008842044,0
1_2,XY,1600,291.874229,0.576934939,3.00759549,0.006911373,0
1_2,XY,1601,291.75944,0.618651669,3.045200288,0.007544106,0
1_2,XY,1602,291.2834102,0.666496911,2.911481467,0.007763689,0
1_2,XY,1603,292.9575399,0.619492834,3.032288826,0.007456342,0
1_2,XY,1604,292.8995125,0.629266387,3.004831659,0.007278779,0
1_2,XY,1612,291.844467,0.57602671,2.900842679,0.006376104,1
1_2,XY,1613,290.1950867,0.642995959,3.036428554,0.007797037,0
1_2,XY,1614,290.348463,0.633477425,3.094036188,0.007589758,0
1_2,XY,1615,290.9584152,0.675057212,3.149664757,0.008245933,0
1_2,XY,1616,292.0070619,0.631289735,2.967571207,0.007154817,0
1_2,XY,1617,291.8031168,0.626469037,3.01153165,0.0077545,0
1_2,XY,1618,291.2512694,0.596034312,2.983233807,0.007010545,0
1_2,XY,1619,291.1771636,0.553582874,3.143634674,0.006832219,0
1_2,XY,1624,292.7210637,0.581783237,2.906865803,0.006814107,1
1_2,XY,1625,290.9397135,0.683374743,3.070943294,0.008149795,0
1_2,XY,1626,291.9329124,0.643578586,3.092476517,0.007955692,0
1_2,XY,1627,291.8319837,0.653529032,3.023814867,0.007715315,0
1_2,XY,1628,292.2381509,0.659465875,3.039812972,0.00798056,0
1_2,XY,1629,292.0765032,0.54083231,2.948044822,0.006252548,0
1_2,XY,1630,291.626948,0.562288946,3.002671603,0.006734472,0
1_2,XY,1631,292.2636679,0.51108836,3.023339094,0.006239969,0
1_2,XY,1636,292.3813027,0.737501821,2.674034767,0.007859347,1
1_2,XY,1637,291.545112,0.555453312,2.864751232,0.006090483,0
1_2,XY,1638,291.8403271,0.741776194,2.79778877,0.008365046,0
1_2,XY,1639,291.4854528,0.730177423,2.793334827,0.00819118,0
1_2,XY,1640,292.0241767,0.656445858,2.974940193,0.007602059,0
1_2,XY,1641,292.0542045,0.530149748,2.871612133,0.006253114,0
1_2,XY,1642,291.4440876,0.838721304,2.877662848,0.009562393,0
1_2,XY,1643,291.2240266,0.582965331,2.961644754,0.007117519,0
1_2,XY,1648,292.4770647,0.598610779,2.979115228,0.007195233,1
1_2,XY,1649,290.5341498,0.64167878,3.112431351,0.007844996,0
1_2,XY,1650,290.6876247,0.660667336,3.122338366,0.008052486,0
1_2,XY,1651,292.6215938,0.61227376,3.021465993,0.007298618,0
1_2,XY,1652,291.5912896,0.643836147,3.218468287,0.008046028,0
1_2,XY,1653,292.3620841,0.621937149,3.058515783,0.007204876,0
1_2,XY,1654,291.3406164,0.602439932,3.097193955,0.007453152,0
1_2,XY,1655,292.81522,0.58181211,3.142826938,0.007307128,0
1_2,XY,1720,293.8972147,0.549735976,3.294414123,0.006856356,1
1_2,XY,1721,292.041568,0.564549815,3.347727641,0.007558808,0
1_2,XY,1722,292.1087923,0.577861344,3.50512299,0.008028113,0
1_2,XY,1723,290.4879405,0.549484151,3.51808338,0.007676892,0
1_2,XY,1724,291.8816063,0.619309661,3.243648839,0.008065987,0
1_2,XY,1725,291.9642717,0.445655198,3.228188901,0.005775654,0
1_2,XY,1726,291.9074274,0.571797397,3.267896393,0.00734116,0
1_2,XY,1727,291.2207576,0.474289723,3.405143048,0.0066243,0
1_2,XY,1732,293.8637518,0.654199192,3.33676211,0.008461575,1
1_2,XY,1733,291.0596708,0.580215652,3.349306252,0.007667685,0
1_2,XY,1734,291.2653714,0.559855131,3.408541807,0.00758267,0
1_2,XY,1735,291.6403587,0.514641683,3.32329702,0.007271724,0
