ratios_unfiltered_mean,ratios_mean,ratios_unfiltered_stdv,ratios_stdv,nls_ratios_mean,nls_ratios_stdv,ratios_lw_mean,ratios_lw_mean_error,ratios_lw_stdv,nls_ratios_lw_mean,nls_ratios_lw_mean_error,nls_ratios_lw_stdv
0.9937216216659739,0.9937216216659739,0.02579158435339138,0.02579158435339138,0.9936879168995123,0.025080971694590674,0.9970824742527109,0.0011634962428049784,0.008368239101342786,0.9971089514482555,0.0010948851659245316,0.007881253774270095
