by nls slopes,by nls err on the slope,fill,accumulated lumi up to fill
0.003830610318907806,0.002236535594225543,6711,11.761227977801008
0.002226264013077165,0.001400902016870782,6921,21.997147363493912
0.0020069171287648672,0.0020893110708903595,7047,32.027091402011024
0.0029435867497084062,0.0012220284585958683,7133,45.426505444822034
0.002586194965980406,0.0017827830000715747,7334,57.61120444147731
