by nls slopes,by nls err on the slope,fill,accumulated lumi up to fill
0.0022318338234452112,0.0022395919763979915,6712,12.163437264301262
0.0010899635062500467,0.0014529811942901392,6929,22.746830931295236
0.0006562012413197116,0.0020449056805489346,7056,33.78543470283195
0.0015304623140058834,0.000894442868045184,7145,46.83655626794362
0.0009299061405442083,0.0014919895326801433,7334,57.32684275496222
