by nls slopes,by nls err on the slope,fill,accumulated lumi up to fill
0.001118012356534406,0.0014300684860995372,6710,11.322477704528666
0.00012743317920228567,0.0010026102358509281,6912,21.137916423397918
0.0005982465405595727,0.0022775463949739755,7042,30.259807303556133
0.0005200874636546251,0.0007556243925597045,7133,44.64381799866908
0.0005937205318074097,0.0010241254434573987,7334,56.87571111435933
