ratios_unfiltered_mean,ratios_mean,ratios_unfiltered_stdv,ratios_stdv,nls_ratios_mean,nls_ratios_stdv,ratios_lw_mean,ratios_lw_mean_error,ratios_lw_stdv,nls_ratios_lw_mean,nls_ratios_lw_mean_error,nls_ratios_lw_stdv
0.9943108097668807,0.9943108097668807,0.02525262286624506,0.02525262286624506,0.9942652261821864,0.024926410621474136,0.9980131015039857,0.0009385788498648012,0.0067181240198275005,0.9980496243579972,0.0009100601847871225,0.006516833718077902
