ratios_unfiltered_mean,ratios_mean,ratios_unfiltered_stdv,ratios_stdv,nls_ratios_mean,nls_ratios_stdv,ratios_lw_mean,ratios_lw_mean_error,ratios_lw_stdv,nls_ratios_lw_mean,nls_ratios_lw_mean_error,nls_ratios_lw_stdv
0.9893209543340163,0.9893209543340163,0.02855494867018966,0.02855494867018966,0.9893232501305591,0.028369679406244217,0.9945472956836243,0.0013203557727934057,0.009515521773970461,0.994537661192343,0.0013063483417424802,0.009417683496803405
